Track Name,Album Release Decade,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Artist Popularity,Track URI,Track Popularity
The Love Club,10s,"art pop,metropopolis,nz pop,pop",0.793,0.489,5.0,-7.275,1.0,0.0561,0.206,0.0101,0.135,0.629,92.027,4.0,76,spotify:track:1joiIJ9KBXA9cTfY5ZR47m,0
Sukiyaki,10s,enka,0.406,0.337,7.0,-11.157,1.0,0.0309,0.643,0.0,0.159,0.457,145.111,4.0,39,spotify:track:0EYKtEb2mKXxlnMD6aqYig,45
Middle,10s,"edm,electronic trap,pop,pop dance,gauze pop",0.611,0.7,9.0,-5.331,1.0,0.0436,0.0199,0.0,0.0549,0.213,104.981,4.0,78,spotify:track:4OZEu0Vwq0RB2LAq14v99n,0
All Of The Dreamers,00s,"australian alternative rock,australian rock",0.511,0.984,0.0,-3.142,1.0,0.0648,2.3e-05,3.53e-05,0.211,0.489,135.971,4.0,54,spotify:track:25NXvdd1Vvk2OBjjYDZxu5,23
Let It Rock,00s,"pop rap,wrestling,hip hop,new orleans rap,pop rap,rap,trap",0.607,0.784,7.0,-4.41,1.0,0.0397,0.000684,0.0,0.0678,0.442,113.172,4.0,52,spotify:track:5Xm9m4FR8Uw9pDR6ph2K0c,0
If You Don't Know Me by Now - 2008 Remaster,80s,"british soul,new romantic,new wave pop,soft rock,sophisti-pop",0.638,0.352,10.0,-9.266,1.0,0.0268,0.492,0.0,0.105,0.204,94.173,3.0,68,spotify:track:7DFawVSjI88xR9mjnWwURg,75
Running Back (feat. Flo Rida),00s,"australian indigenous,australian pop,australian talent show,dance pop,miami hip hop,pop,pop rap",0.512,0.916,5.0,-3.715,0.0,0.284,0.0231,0.0,0.095,0.363,85.873,4.0,51,spotify:track:2BVFLo6PlycBOOer2MmGi3,39
The Man Says,10s,,0.629,0.734,5.0,-3.528,0.0,0.0292,0.362,0.00634,0.542,0.864,98.331,4.0,28,spotify:track:1M16Z9QkJr67ToixuO9zx2,0
Gonna See My Baby Tonight,70s,classic nz pop,0.688,0.651,7.0,-10.397,1.0,0.112,0.0816,5.27e-06,0.103,0.661,120.943,4.0,8,spotify:track:1RxSnx3hSCwX2DcG9tvpbD,22
"Hello, This Is Joannie (The Telephone Answering Machine Song)",20s,novelty,0.664,0.789,9.0,-10.878,1.0,0.0813,0.173,0.0,0.0775,0.717,110.434,4.0,17,spotify:track:1wmeeILAnsQkxRz2HzedfS,0
Sunday Morning,90s,"dance pop,dance rock,permanent wave,pop rock,rock",0.579,0.803,4.0,-5.419,1.0,0.0312,0.0099,2.06e-05,0.118,0.793,157.139,4.0,69,spotify:track:7HuAVTtzubdCgGkQCIE1Ke,0
Naked,10s,"pop,talent show,uk pop",0.529,0.607,6.0,-6.781,1.0,0.0574,0.104,0.0,0.0631,0.238,101.966,4.0,82,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,71
Chick-a-Boom (Don't Ya Jes Love It),10s,novelty,0.781,0.734,0.0,-6.777,1.0,0.0511,0.0309,0.0,0.216,0.964,124.55,4.0,12,spotify:track:6EqXJqk5hLV8WpfmzZxP68,17
"Yes Sir, I Can Boogie",90s,,0.452,0.755,2.0,-8.344,1.0,0.0747,0.113,0.0,0.151,0.508,122.501,4.0,50,spotify:track:76709jfVPvKWp7ChPQjCk7,54
Perfect,00s,"australian dance,australian pop,australian rock",0.634,0.877,6.0,-3.207,1.0,0.0323,0.0139,7.62e-05,0.123,0.404,108.998,4.0,42,spotify:track:4TngvmKrWchN2SoL72eudc,0
You Are Not Alone - Single Version,00s,"r&b,soul",0.64,0.421,11.0,-9.33,1.0,0.0274,0.634,5.44e-05,0.109,0.23,119.478,4.0,83,spotify:track:3KtIVDOChQMVi3SxHc6RrK,51
What I Did for Love (feat. Emeli Sandé),10s,"big room,dance pop,edm,pop,pop dance",0.494,0.721,2.0,-4.855,1.0,0.0416,0.107,0.0,0.119,0.356,128.1,4.0,88,spotify:track:1YRjRHdl0aEtzHEn1uGi8k,59
She Drives Me Crazy,80s,"dance rock,new romantic,new wave,new wave pop,synthpop",0.799,0.687,2.0,-5.682,1.0,0.0431,0.193,0.000188,0.0307,0.965,108.804,4.0,60,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,78
I Should Have Known Better,00s,scottish new wave,0.405,0.439,5.0,-8.85,1.0,0.0287,0.214,0.000388,0.155,0.191,157.171,4.0,41,spotify:track:1A6X8840ZrptR1oJu8skSW,36
Hot Blooded,70s,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock",0.705,0.806,0.0,-4.83,1.0,0.0814,0.229,0.0,0.0676,0.763,117.945,4.0,69,spotify:track:6xMHglHoafdDFGXS6qfwSH,68
Love Me For A Reason,90s,boy band,0.431,0.721,9.0,-10.123,1.0,0.0528,0.063,0.0,0.12,0.668,156.12,4.0,58,spotify:track:2GBoo6ufWtMy1s6lqgbjJ8,62
Happy Xmas (War Is Over) - Remastered 2010,10s,"beatlesque,classic rock,rock,experimental,experimental pop",0.321,0.64,2.0,-10.023,1.0,0.0324,0.28,0.0,0.718,0.414,146.172,3.0,69,spotify:track:27RYrbL6S02LNVhDWVl38b,62
Sway,00s,"adult standards,canadian pop,jazz pop,lounge",0.713,0.639,2.0,-5.529,0.0,0.0313,0.753,0.0,0.0878,0.737,125.959,4.0,74,spotify:track:2ajUl8lBLAXOXNpG4NEPMz,75
Should I Stay or Should I Go - Remastered,10s,"alternative rock,permanent wave,punk,rock",0.742,0.838,2.0,-6.442,1.0,0.11,0.0832,0.0,0.418,0.848,113.373,4.0,70,spotify:track:3v8PlUFGQQDBIk1J86waCo,66
Crank That (Soulja Boy),00s,"atl hip hop,chicago bop,dance pop,pop rap,rap,southern hip hop,trap",0.732,0.731,0.0,-2.171,1.0,0.0924,0.526,0.0,0.0496,0.799,140.211,4.0,68,spotify:track:46qtEi9qJOXxmY0qel1wpN,0
Let It Out (Let It All Hang Out),00s,,0.736,0.489,9.0,-9.717,1.0,0.0576,0.396,2.3e-06,0.0492,0.862,121.364,4.0,25,spotify:track:1SCnrq7aAvg2MIddieSQ9n,46
Passenger,90s,"australian alternative rock,australian rock",0.259,0.611,11.0,-6.989,0.0,0.0328,0.00886,0.0548,0.37,0.186,96.278,4.0,54,spotify:track:3ZKPEcdTWerkPNsCB3oi5z,49
Where Or When,00s,"brill building pop,doo-wop,rock-and-roll,rockabilly",0.455,0.254,8.0,-11.644,1.0,0.0283,0.796,0.0,0.125,0.467,110.848,3.0,49,spotify:track:0iIjVWXhhx8cTdbu1iGhQn,0
Oh Sherrie,80s,"album rock,heartland rock,mellow gold,new wave pop,soft rock,yacht rock",0.576,0.644,5.0,-6.141,1.0,0.0261,0.166,0.000191,0.142,0.313,101.938,4.0,55,spotify:track:6igXYiQIuXwjO9myYFqSrj,0
Remember Me - Sure Is Pure 7 Inch Edit,90s,classic house,0.837,0.877,1.0,-7.314,1.0,0.0498,0.0864,0.0141,0.0337,0.962,101.088,4.0,44,spotify:track:3dipSm7lWInMbL3hRuMNBg,51
Runaways,10s,"alternative rock,dance rock,modern rock,permanent wave,rock",0.409,0.837,1.0,-4.043,1.0,0.0406,0.00116,0.00651,0.0855,0.199,121.757,4.0,77,spotify:track:62BxlOvQCjLNQA5ARA4Dug,63
Psycho Killer - 2005 Remaster,70s,"alternative rock,art punk,dance rock,funk rock,new wave,permanent wave,post-punk,rock,zolo",0.721,0.521,2.0,-8.123,1.0,0.0613,0.0708,0.00545,0.127,0.942,123.118,4.0,68,spotify:track:1i6N76fftMZhijOzFQ5ZtL,80
The Reason,00s,"alternative metal,funk metal,nu metal,pop rock,post-grunge",0.476,0.617,4.0,-6.409,1.0,0.029,0.0128,0.0,0.137,0.078,82.973,4.0,66,spotify:track:0PIraUtGOhQUagM1sZAZNk,48
Breathe - Radio Edit,00s,australian dance,0.729,0.799,9.0,-6.674,0.0,0.042,0.0236,0.00182,0.212,0.83,128.981,4.0,41,spotify:track:2hrmiiwfHoV2PIC62OOJra,10
The Man Who Can't Be Moved,00s,"celtic rock,pop",0.612,0.619,10.0,-5.038,1.0,0.0255,0.442,0.0,0.0976,0.357,99.897,4.0,74,spotify:track:586SWMAwcR753dDyZnx8J3,0
Ships In The Night,70s,bubblegum pop,0.507,0.375,10.0,-11.969,1.0,0.0374,0.804,0.0,0.122,0.555,153.161,3.0,27,spotify:track:2ytFl202shjIhu7WJ1QWTH,0
What Makes You Beautiful,10s,"boy band,pop,post-teen pop,talent show",0.729,0.771,4.0,-2.451,1.0,0.0725,0.00761,0.0,0.087,0.873,125.011,4.0,84,spotify:track:3SPDQfj2UfWq6A2NllZnzn,0
Drop the Game,10s,"australian dance,australian electropop,australian indie,downtempo,edm,indietronica,art pop,indietronica",0.559,0.67,7.0,-4.985,1.0,0.0474,0.592,0.000184,0.171,0.438,78.957,4.0,72,spotify:track:4KtrE35pTuqwNc22QP58RT,0
Soul Limbo,60s,"blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul",0.703,0.663,0.0,-10.463,1.0,0.0415,0.109,0.797,0.0831,0.974,124.299,4.0,56,spotify:track:06yzME6dtXmBFO4DB5rVaT,50
Leave Me Alone (Ruby Red Dress),80s,"adult standards,bubblegum pop,mellow gold,soft rock",0.655,0.626,7.0,-11.386,1.0,0.0467,0.134,2.3e-05,0.0586,0.874,134.071,4.0,47,spotify:track:2Uak7fGdGpwsgbIQWA8iCQ,33
Sunshine,10s,"british soul,europop,new wave pop",0.682,0.623,6.0,-5.858,0.0,0.0232,0.0443,0.0,0.0741,0.642,93.492,4.0,56,spotify:track:1UWnhkOGpKefx0cMBbCzvZ,38
Take Me Over,10s,"alternative dance,australian dance,australian electropop,electronic rock,electronica,indietronica,neo-synthpop",0.673,0.79,1.0,-5.215,1.0,0.0357,0.0219,0.313,0.553,0.654,119.995,4.0,47,spotify:track:6Y0yv5p2AvHTjIpf2TazN8,0
Home Entertainment System,00s,adelaide punk,0.509,0.888,0.0,-5.853,1.0,0.148,0.263,0.0,0.211,0.827,167.586,4.0,4,spotify:track:5LEQdlGJ44WnhaxnDg8GHf,16
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",90s,"album rock,classic rock,hard rock,rock",0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.144,121.16,4.0,75,spotify:track:0c1gHntWjKD7QShC8s99sq,0
Alone,10s,electro house,0.676,0.929,10.0,-3.194,1.0,0.0458,0.186,0.000405,0.121,0.157,97.019,4.0,81,spotify:track:0JiVRyTJcJnmlwCZ854K4p,65
Wonderland by Night (Wunderland bei Nacht),10s,"ballroom,easy listening",0.261,0.19,4.0,-11.708,1.0,0.03,0.956,0.796,0.163,0.176,79.845,4.0,49,spotify:track:77aOp6RlPq5PnqewZ1akVh,0
Lovesong,00s,,0.681,0.674,9.0,-6.165,0.0,0.0333,0.581,1.92e-05,0.105,0.242,130.079,4.0,22,spotify:track:1fC6GBMmXiTP38Zzjqi9ls,43
Minority,00s,"modern rock,permanent wave,punk,rock",0.551,0.965,0.0,-2.772,1.0,0.0452,0.00576,0.0,0.171,0.708,137.841,4.0,80,spotify:track:0ecA7bhTRuquuy7uSh0CXZ,38
24K Magic,10s,"dance pop,pop",0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,4.0,89,spotify:track:2gFvRmQiWg9fN9i74Q0aiw,69
Chemical Heart,00s,"australian alternative rock,australian psych,australian rock",0.475,0.612,0.0,-7.255,1.0,0.0269,0.00627,0.0,0.137,0.37,153.989,4.0,46,spotify:track:68yfD1wTkhcogpxjrQ7cAh,0
Let You Love Me,10s,"dance pop,pop,uk pop",0.475,0.846,10.0,-3.344,1.0,0.283,0.275,0.0,0.0824,0.451,96.036,4.0,72,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,68
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",90s,hard rock,0.55,0.618,7.0,-9.822,1.0,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,4.0,53,spotify:track:1sUTfgduT0WIQO8kXKXxLC,68
Bye Bye,00s,"dance pop,pop,urban contemporary",0.788,0.559,10.0,-5.953,1.0,0.0406,0.276,0.0,0.352,0.809,135.977,4.0,77,spotify:track:13IjqfJVwLCZJr0QQzBIld,0
The Price Of Love,70s,"glam rock,melancholia,new romantic,new wave,new wave pop,solo wave,sophisti-pop",0.543,0.909,2.0,-5.299,1.0,0.0385,0.00547,0.0147,0.154,0.841,130.904,4.0,57,spotify:track:5UoBGPQQ5IngRDLR0PIUBA,37
Fallin’ (Adrenaline),20s,"boy band,pop",0.606,0.9,0.0,-4.504,1.0,0.119,0.0101,0.0,0.075,0.233,133.963,4.0,66,spotify:track:5GhJIMWAw0uMLgkdbt6uMz,65
Are You Gonna Be My Girl?,00s,"garage rock,modern rock,pop rock",0.606,0.957,2.0,-3.404,1.0,0.0812,0.00117,0.000295,0.14,0.603,105.109,4.0,62,spotify:track:0mXKsmuLaSnzfitYEGQDaq,0
When The Night Falls Quiet,10s,"australian alternative rock,australian indie,australian pop,australian rock,perth indie",0.54,0.698,11.0,-6.598,1.0,0.0258,0.00333,0.0255,0.0934,0.387,109.691,4.0,49,spotify:track:0nmMDU7tk2Mi2RE54Shbfb,28
Walk This Way (feat. Aerosmith),80s,"east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap,album rock,classic rock,hard rock,rock",0.761,0.711,9.0,-7.989,1.0,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4.0,61,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,73
I'm Not Alone - Radio Edit,00s,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.597,0.684,7.0,-6.614,1.0,0.0321,0.00481,0.105,0.317,0.435,130.99,4.0,86,spotify:track:07POri5O6Xu0aVZzlvOcpy,64
Feels Like Heaven,00s,"diva house,eurodance,hip house",0.639,0.952,1.0,-5.905,1.0,0.0364,0.114,0.00267,0.0415,0.787,129.845,4.0,42,spotify:track:7HlxqDDzdWE3gK0i6fS6Bt,44
Home (feat. Nico Santos),10s,"german dance,pop dance,pop edm,uk dance,german pop",0.723,0.527,5.0,-7.792,0.0,0.0326,0.0267,0.0,0.111,0.324,126.072,4.0,73,spotify:track:5G5IX0zeEIYhHKe71Zecx6,53
We're An American Band - Remastered 2002,70s,"album rock,blues rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.637,0.89,7.0,-4.872,1.0,0.0677,0.119,6.72e-05,0.103,0.923,127.689,4.0,56,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,65
Love Yourself,10s,"canadian pop,pop",0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,4.0,89,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,14
Lover Please,10s,"doo-wop,rhythm and blues",0.714,0.763,9.0,-5.341,1.0,0.222,0.766,0.0,0.147,0.961,84.374,4.0,33,spotify:track:607TnAAg6H7qFi1dkF1qi4,0
Self Esteem,90s,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk",0.488,0.862,0.0,-7.595,1.0,0.0476,0.0204,0.0,0.359,0.706,104.56,4.0,77,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,82
"December, 1963 (Oh What a Night!)",00s,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly",0.727,0.588,1.0,-9.568,1.0,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,4.0,62,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,65
You Gotta Be,90s,"europop,new wave pop",0.663,0.753,0.0,-7.061,1.0,0.0381,0.175,0.0,0.105,0.483,94.061,4.0,55,spotify:track:5Z8kUbnUQqBUzM5FsBNOAl,56
Ooby Dooby,10s,,0.674,0.761,8.0,-9.635,1.0,0.059,0.724,0.0204,0.0711,0.889,90.695,4.0,0,spotify:track:7pCjXgyRznK3nggkC6TtJn,0
Shut It Down (feat. Akon),00s,"dance pop,miami hip hop,pop,dance pop",0.753,0.701,9.0,-6.57,0.0,0.0879,0.00793,0.0,0.0677,0.37,128.072,4.0,84,spotify:track:14UjqB0xdlZranNXnB4oKW,37
"If You Gotta Go, Go Now - 2007 Remaster",60s,"british blues,british invasion,classic rock,singer-songwriter",0.592,0.571,7.0,-8.406,1.0,0.0357,0.372,0.0,0.408,0.879,129.272,4.0,50,spotify:track:34wBwGT1Jhr8JUkJDcFGvk,0
Million Man,10s,australian indie,0.472,0.544,9.0,-5.611,1.0,0.0997,0.203,0.0,0.0986,0.312,98.873,4.0,49,spotify:track:2sqV4WwUD6Rydqciys8jtn,0
The Edge Of Glory,10s,"art pop,dance pop,pop",0.581,0.774,9.0,-6.547,1.0,0.0399,0.000334,0.0174,0.109,0.358,127.952,4.0,85,spotify:track:0ddj5KtNqJ75lOJzgZNFFc,40
Emma,70s,disco,0.632,0.609,2.0,-6.69,1.0,0.0902,0.317,0.00141,0.0788,0.767,100.625,4.0,59,spotify:track:0bsuSsRatN6sXKTnOMIwBb,49
Turn Down for What,10s,"edm,electronic trap,pop,pop dance,atl hip hop,crunk,dance pop,dirty south rap,old school atlanta hip hop,pop rap,southern hip hop,trap",0.818,0.799,1.0,-4.1,0.0,0.156,0.00107,0.128,0.057,0.0815,100.014,4.0,78,spotify:track:67awxiNHNyjMXhVgsHuIrs,74
Slave,90s,australian rock,0.673,0.489,5.0,-11.68,1.0,0.0263,0.00163,0.000657,0.0365,0.851,108.981,4.0,43,spotify:track:0IloFL8WR5fHmZYyWiTLBd,49
Something I Need,10s,"piano rock,pop",0.683,0.595,7.0,-6.92,1.0,0.0313,0.154,0.0,0.225,0.632,98.969,4.0,83,spotify:track:6t1F0FTlVHAw6kEe164SsL,50
Her Diamonds,00s,"neo mellow,pop rock,post-grunge",0.555,0.924,7.0,-4.93,1.0,0.0604,0.0159,0.0,0.075,0.865,87.606,4.0,61,spotify:track:3LtwmK1OfN0dGs9jf3qSjn,59
"Fallin' - Original Song from the TV Series ""The Secret Daughter""",10s,"australian indigenous,australian pop,australian talent show",0.729,0.474,9.0,-5.478,1.0,0.0321,0.176,0.0,0.145,0.351,124.972,4.0,51,spotify:track:2GsteFRbq6UyW0WfUWgQtX,42
Wanted Dead Or Alive,80s,"glam metal,rock",0.279,0.54,7.0,-11.46,1.0,0.0328,0.0618,0.0488,0.307,0.24,149.319,4.0,79,spotify:track:46ERhnELy62toOMlxe14a3,0
I Can't Stop Loving You,00s,"classic soul,jazz blues,piano blues,soul,soul blues,vocal jazz",0.311,0.327,5.0,-13.436,1.0,0.0349,0.785,0.0,0.295,0.359,79.326,3.0,68,spotify:track:4tsN44eY9zuBDPEyGTWO3Q,0
Borderline,00s,"dance pop,pop",0.807,0.764,2.0,-5.186,1.0,0.0312,0.082,3.87e-05,0.115,0.371,119.867,4.0,81,spotify:track:0mx1IpcgziXENQOcqpHeMp,33
Hold Me Close,90s,glam rock,0.598,0.525,11.0,-9.815,1.0,0.215,0.732,0.0,0.306,0.791,128.244,4.0,38,spotify:track:2aa37jRL4DRFvDs8og3uun,28
Goodnight Tonight,00s,"album rock,beatlesque,classic rock,folk rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.748,0.683,1.0,-9.885,0.0,0.0466,0.0566,0.000639,0.0809,0.943,123.384,4.0,64,spotify:track:5MhBw520G38BPhbkShJUTE,0
If You Don't Mean It,00s,australian pop,0.445,0.792,9.0,-3.847,0.0,0.0354,8.71e-06,0.0,0.381,0.423,105.021,4.0,10,spotify:track:1PvunFPBDQKAefclw33Oqh,0
Now I Run,00s,"australian pop,australian rock",0.389,0.692,8.0,-3.7,1.0,0.0335,0.000366,0.0,0.0833,0.432,85.501,4.0,40,spotify:track:5xIkHp2NhC5Vm2rxRUPThD,32
I Need Your Body,90s,"australian dance,australian pop",0.69,0.773,10.0,-8.123,1.0,0.0377,0.272,0.0409,0.373,0.751,128.152,4.0,47,spotify:track:7EOS81Yg1NMcsfVKI1d89d,0
Standing In The Rain,00s,"australian dance,classic uk pop",0.737,0.837,8.0,-8.689,0.0,0.0482,0.0128,0.191,0.0568,0.896,122.074,4.0,50,spotify:track:4OtJkWJtjWcxeGdVEwc6JZ,31
It's Good News Week,10s,british invasion,0.52,0.715,4.0,-6.874,1.0,0.0389,0.172,0.0,0.0628,0.962,111.478,4.0,3,spotify:track:1TcICCq5BTysmnCWhG5dE9,0
Stuck,00s,candy pop,0.377,0.904,4.0,-3.634,0.0,0.307,0.0747,0.0,0.334,0.595,200.566,4.0,46,spotify:track:2ptt0Eftq3b2jElTRrctrT,57
Dreams Are Ten A Penny - Radio Mix,00s,,0.587,0.943,0.0,-6.408,1.0,0.112,0.0758,0.0,0.138,0.464,123.552,4.0,15,spotify:track:0E4FnP3NOVpKthXvE4WtZP,28
Hold Me Closer,20s,"glam rock,mellow gold,piano rock,rock,dance pop,pop",0.667,0.75,0.0,-4.602,1.0,0.0906,0.0746,0.000198,0.197,0.486,126.041,4.0,83,spotify:track:72yP0DUlWPyH8P7IoxskwN,82
(We're Gonna) Rock Around the Clock,00s,"rock-and-roll,rockabilly",0.817,0.727,9.0,-10.792,1.0,0.0927,0.412,7.84e-06,0.116,0.903,89.756,4.0,53,spotify:track:0hnl28YoqqnkIq4e0LgTD4,24
Homesick,10s,"australian talent show,nz christian,nz pop",0.694,0.753,5.0,-3.659,1.0,0.0355,0.02,0.0,0.166,0.374,114.971,4.0,51,spotify:track:0BYCOtoq9BOcsqH4eqpotO,21
Maggie,10s,irish country,0.343,0.265,4.0,-6.549,1.0,0.028,0.786,5.46e-05,0.232,0.326,106.726,4.0,40,spotify:track:3UjxO35ogJAaSLi6h1jgbr,0
California Love - Original Version,90s,"g funk,gangster rap,hip hop,rap,west coast rap,funk,new jack swing,p funk,post-disco,quiet storm,g funk,gangster rap,hip hop,rap,west coast rap",0.767,0.856,7.0,-2.715,1.0,0.041,0.0303,1.91e-06,0.36,0.747,91.535,4.0,79,spotify:track:1JClFT74TYSXlzpagbmj0S,62
If Ya Gettin' Down,00s,boy band,0.819,0.799,11.0,-7.804,1.0,0.0398,0.0556,0.0,0.389,0.932,110.798,4.0,53,spotify:track:3cd1ImkXWJdXmWQnpvvUEC,33
Queen Of Hearts,80s,"classic country pop,country dawn,soft rock",0.669,0.779,2.0,-11.522,1.0,0.0533,0.211,8.98e-05,0.132,0.975,169.478,4.0,52,spotify:track:6xBUWSz8INNHO6wFYuPtQl,51
Calypso,00s,"australian alternative rock,australian rock",0.318,0.771,9.0,-6.141,1.0,0.0364,0.00436,0.153,0.104,0.364,93.343,3.0,54,spotify:track:0HcOPWjjAPGCODJUXNa30G,0
Stay,00s,europop,0.618,0.37,9.0,-9.021,1.0,0.0362,0.748,0.0,0.133,0.31,69.991,4.0,62,spotify:track:4tyrRF6QhW7muNqwwXzLfp,0
Come On Eileen,80s,"new romantic,new wave,new wave pop",0.45,0.658,2.0,-7.064,1.0,0.0472,0.648,3.14e-06,0.264,0.781,106.799,4.0,62,spotify:track:0EMmVUYs9ZZRHtlADB88uz,0
Flash Delirium,10s,"alternative rock,indie rock,indietronica,modern rock,rock",0.575,0.804,9.0,-3.933,0.0,0.0626,0.0826,0.000363,0.0681,0.399,122.08,4.0,75,spotify:track:5esEbMt6LHtiha7cqsGdO7,49
Hey Jude - Remastered 2015,00s,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock",0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,4.0,85,spotify:track:0aym2LBJBk9DAYuHHutrIl,76
Paranoid,00s,"boy band,pop",0.637,0.831,10.0,-5.059,1.0,0.0404,0.00141,0.0,0.121,0.807,121.019,4.0,76,spotify:track:47iISk7pwBuQDWhGNbVzFt,0
Jealous,10s,"indie poptimism,pop",0.439,0.153,1.0,-8.95,1.0,0.0479,0.874,0.0,0.107,0.104,116.76,3.0,78,spotify:track:4L2K7JKseFCBoHMZEAszW0,1
Dizzy,70s,"bubblegum pop,classic garage rock,merseybeat,rock-and-roll",0.794,0.434,5.0,-10.112,1.0,0.0397,0.00763,0.24,0.127,0.67,101.703,4.0,40,spotify:track:6MceyyDH3TSSTS7dcQMlz9,7
Ain't That A Shame,60s,"adult standards,easy listening,rock-and-roll,rockabilly",0.693,0.591,10.0,-5.249,1.0,0.0317,0.415,0.000253,0.136,0.83,116.826,4.0,44,spotify:track:6pTybvSMcw5spOS7d656rn,38
Lovefool - Radio Edit,00s,"lilith,new wave pop,permanent wave,pop rock,swedish pop",0.648,0.688,9.0,-4.671,1.0,0.0282,0.0251,3.08e-06,0.149,0.937,111.854,4.0,68,spotify:track:6vvYOBxKmCvUSEQgxdZiAq,0
Joy You Bring,00s,"dance pop,pop rap,reggae fusion",0.742,0.8,7.0,-3.779,1.0,0.232,0.107,0.0,0.188,0.745,191.697,4.0,72,spotify:track:4jV0gJXqw8uzsgxmOGbz1k,36
Glad All Over,70s,,0.357,0.767,1.0,-5.252,1.0,0.0601,0.424,0.0,0.0381,0.549,134.001,4.0,17,spotify:track:2nJx2VF14TGiqItgUSWbyn,29
Angie - Remastered 2009,70s,"album rock,british invasion,classic rock,rock",0.429,0.554,9.0,-6.128,0.0,0.0291,0.67,0.000152,0.105,0.407,136.302,4.0,80,spotify:track:1GcVa4jFySlun4jLSuMhiq,75
Honey - 1991 - Remaster,90s,"adult standards,bubblegum pop,easy listening,merseybeat,rock-and-roll",0.5,0.189,7.0,-17.563,1.0,0.0307,0.21,3.08e-05,0.129,0.587,93.259,4.0,49,spotify:track:3ZnlYvqCnjJ7OeZhVKkWPg,0
Boys In Town,80s,"australian rock,new wave pop",0.487,0.698,1.0,-13.585,0.0,0.035,0.00451,0.000931,0.132,0.703,157.916,4.0,49,spotify:track:5EzdThimrpt9yJ1GGH5KXv,0
One Wish,10s,pop rap,0.524,0.635,5.0,-7.22,0.0,0.302,0.27,0.0,0.341,0.603,127.618,4.0,54,spotify:track:6QON2WlAI1QayzhgebwvWd,54
Creep,90s,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.532,0.344,7.0,-13.057,1.0,0.035,0.00563,0.000473,0.115,0.126,91.834,4.0,81,spotify:track:3HfB5hBU0dmBt8T0iCmH42,0
#Beautiful,10s,"dance pop,pop,urban contemporary,r&b",0.67,0.727,4.0,-7.385,1.0,0.0385,0.495,2.45e-05,0.204,0.446,106.978,4.0,77,spotify:track:7EdM7TwvlDqwQLUs6DBJkW,0
I'd Love You to Want Me,70s,soft rock,0.431,0.543,10.0,-9.96,1.0,0.0394,0.122,0.000123,0.0598,0.44,77.507,4.0,56,spotify:track:71CXzHYYOyNqgtVFpNdeCS,70
Addicted to Bass,90s,,0.598,0.801,11.0,-8.964,0.0,0.0921,0.00212,2e-06,0.0998,0.502,165.022,4.0,35,spotify:track:6Zoip8kVMOwQ0a3X2R6sG0,39
Baby Blue - Remastered 2010,70s,"album rock,beatlesque,british blues,classic rock,country rock,folk rock,jangle pop,mellow gold,power pop,singer-songwriter,soft rock",0.623,0.876,11.0,-7.788,1.0,0.066,0.0189,0.0134,0.0728,0.515,124.431,4.0,53,spotify:track:6S3JlDAGk3uu3NtZbPnuhS,67
Shot Caller - Radio Edit,00s,pop house,0.727,0.838,9.0,-3.474,0.0,0.0325,0.00677,0.00099,0.0773,0.693,127.945,4.0,43,spotify:track:0djCf3BB3v3xcovRgfI2R7,0
