Track Name,Album Release Decade,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Artist Popularity,Track URI,Track Popularity
Can't Have (feat. Steven A. Clark & Ape Drums),10s,"dance pop, miami hip hop, pop",0.623,0.85,8.0,-2.605,0.0,0.108,0.0276,3.47e-06,0.148,0.658,105.033,4.0,84,spotify:track:5vNulf3Z6xUrBzGy5hcFgM,35
Inside the Lines,10s,"pop dance, swedish tropical house",0.561,0.8,8.0,-4.576,1.0,0.0324,0.0709,0.000133,0.0934,0.399,96.989,4.0,62,spotify:track:5GzExVEv1JDsYyPFjMdXsA,44
Daylight (With You),10s,"belgian edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house, slap house",0.56,0.806,1.0,-3.881,0.0,0.0455,0.0759,0.0,0.656,0.21,127.938,4.0,57,spotify:track:0ZCZIa0C46ZFtd6HOxDVwb,0
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",10s,"dance pop, edm, electro house, electropowerpop, pop dance",0.613,0.765,9.0,-2.974,0.0,0.0568,0.055,0.0,0.205,0.335,144.893,4.0,60,spotify:track:4bciEWCPPeR2UiVloDyUc5,37
Money On Me,10s,finnish dance pop,0.455,0.714,10.0,-6.065,1.0,0.0444,0.0855,0.0,0.0812,0.386,155.163,4.0,15,spotify:track:0NRDqdftUY55loREoSeK8P,0
Now and Later,10s,"hyphy, pop rap, southern hip hop, trap",0.781,0.57,11.0,-5.874,0.0,0.188,0.273,0.0,0.196,0.858,107.059,4.0,63,spotify:track:43jBqV3j3Xi1g6wO0bhIMd,51
The Other Side,10s,"dance pop, pop",0.561,0.836,9.0,-3.939,1.0,0.1,0.0525,0.0,0.136,0.517,127.923,4.0,79,spotify:track:4CLZ3D2RCI5ZCfB51D6NwB,0
Chasing The Sun,10s,"boy band, dance pop, pop, post-teen pop",0.636,0.732,7.0,-6.209,0.0,0.0962,0.242,0.0,0.498,0.679,128.11,4.0,64,spotify:track:2I7TngtQc3oZO0fsyFDUAJ,39
We'll Be Coming Back (feat. Example),10s,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.0,0.598,0.571,127.945,4.0,86,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,63
(Everything I Do) I Do It For You,90s,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",0.518,0.47,1.0,-8.692,1.0,0.0273,0.0665,1.24e-05,0.0792,0.247,131.214,4.0,75,spotify:track:5nydh0uIcz9gxSoJY6FtTn,0
"I'll Be Missing You (feat. Faith Evans, 112)",00s,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap",0.862,0.479,7.0,-9.199,1.0,0.0645,0.0523,0.00126,0.589,0.924,109.877,4.0,72,spotify:track:3QHONiXGMGU3z68mQInncF,73
Hirviö,10s,"finnish dance pop, finnish hip hop, finnish pop",0.801,0.784,7.0,-7.073,1.0,0.183,0.174,0.0,0.243,0.546,107.007,4.0,51,spotify:track:3XQX9j6no2CX817DPsB6m3,30
Tykkään susta niin että halkeen,10s,"finnish pop, iskelma, suomi rock",0.521,0.721,4.0,-7.239,0.0,0.0344,0.0137,2.34e-05,0.0981,0.768,167.898,4.0,46,spotify:track:6Bj2EIPJfNv96wY8fCg5eC,0
Freaky Like Me,10s,norwegian hip hop,0.602,0.752,8.0,-4.48,1.0,0.064,0.00969,0.0,0.158,0.562,86.011,4.0,62,spotify:track:0nOFRbiftNe7TTPtpobeXt,56
Clarity,10s,"complextro, edm, german techno, pop, pop dance",0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,4.0,74,spotify:track:3HrozUzUsMLPNWwuYUHwdV,36
Spectrum,10s,"complextro, edm, german techno, pop, pop dance",0.609,0.801,0.0,-4.417,0.0,0.034,0.0137,0.00349,0.127,0.407,129.99,4.0,74,spotify:track:42MhtniCyRkj5bsO6HP1lp,34
Welcome to My Life,00s,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock",0.421,0.858,1.0,-4.535,1.0,0.0963,0.0134,0.0,0.067,0.491,173.255,4.0,69,spotify:track:10rChmECwPcvTTj4w07hq4,69
Huuda,10s,"finnish dance pop, finnish hip hop",0.662,0.641,5.0,-6.157,1.0,0.273,0.704,0.0,0.124,0.67,72.048,4.0,37,spotify:track:3kUpcFZaLR9i14gqF7cm6T,0
Bonfire Heart,10s,neo mellow,0.575,0.821,0.0,-5.7,1.0,0.0527,0.181,0.0,0.124,0.449,118.021,4.0,72,spotify:track:13ETkZ90sElK5xJuB4cUEt,0
1973,00s,neo mellow,0.72,0.668,9.0,-7.928,1.0,0.0269,0.0652,0.00664,0.0789,0.768,123.007,4.0,72,spotify:track:1BV0m40U0M4t1SLIsDnwZl,70
Nobody's Perfect,10s,"dance pop, pop",0.581,0.881,7.0,-3.22,0.0,0.28,0.00228,0.0,0.663,0.663,163.064,4.0,72,spotify:track:1mj5HO7KEAopJDRZXRnESe,52
"Sorry, Blame It On Me",00s,dance pop,0.709,0.65,7.0,-7.371,1.0,0.273,0.251,2.32e-05,0.0731,0.543,176.141,4.0,81,spotify:track:6m5jURnwGHY1pVw0sJqBBq,0
I Just Had Sex,10s,"comedy rap, comic",0.609,0.81,6.0,-4.229,1.0,0.18,0.0149,0.0,0.205,0.764,167.992,4.0,57,spotify:track:0u836P4OFuN0iJKkqoDIr0,0
Heart Skips a Beat (feat. Rizzle Kicks),10s,"dance pop, pop, talent show, uk pop",0.843,0.881,9.0,-3.951,1.0,0.0581,0.14,0.0,0.0765,0.876,110.621,4.0,65,spotify:track:1f8UCzB3RqIgNkW7QIiIeP,61
Believe,10s,"canadian pop, pop",0.51,0.847,0.0,-5.603,1.0,0.155,0.163,0.0,0.156,0.508,159.83,4.0,89,spotify:track:6akbXZeXdrWWsG77ZD3cuD,0
Stereo Hearts (feat. Adam Levine),10s,"dance pop, pop rap",0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,4.0,69,spotify:track:0BgRaFy7qnwT1PuUmSTFkf,53
Vi sitter i Ventrilo och Spelar DotA,00s,eurodance,0.463,0.973,0.0,-5.572,1.0,0.12,0.012,0.000586,0.183,0.531,139.995,4.0,61,spotify:track:29BLha9wij5tpUtoOpxy49,43
FF,00s,"classic swedish pop, swedish alternative rock, swedish indie rock, swedish pop",0.617,0.858,7.0,-5.217,0.0,0.0274,0.0165,0.196,0.425,0.963,124.798,4.0,60,spotify:track:0wcgKzjWfU3mx2DEmw8yxK,24
Samurai - Tiësto Remix,10s,"dutch house, edm, electro house, pop dance, progressive electro house, slap house",0.514,0.966,7.0,-3.925,1.0,0.0585,0.03,0.827,0.09,0.0378,128.007,4.0,76,spotify:track:6PTgK9WsthhdyYB1gynwZw,0
Suddenly I See,00s,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter",0.537,0.857,7.0,-5.12,1.0,0.076,0.0712,1.14e-06,0.0993,0.722,101.388,4.0,62,spotify:track:45qa5RGheZPWO9iqsjl6No,33
I Gotta Feeling,00s,"dance pop, pop, pop rap",0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96,4.0,80,spotify:track:70cTMpcgWMcR18t9MRJFjB,1
TiK ToK,00s,"dance pop, pop",0.74,0.847,2.0,-2.084,0.0,0.168,0.085,0.0,0.321,0.68,120.067,4.0,79,spotify:track:3fVSUMkxJAQsEm3e3yXHAX,0
Fire Burning,00s,"dance pop, miami hip hop, pop",0.839,0.804,1.0,-2.513,1.0,0.0329,0.0192,0.0,0.331,0.888,122.973,4.0,71,spotify:track:2oENJa1T33GJ0w8dC167G4,73
Whatcha Say,10s,"dance pop, pop",0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,4.0,79,spotify:track:7xkQdy0cy5ymoWT7nedvLz,73
#SELFIE - Original Mix,10s,pop,0.789,0.915,0.0,-3.263,1.0,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,4.0,81,spotify:track:6jEhWcVKEgbczzrU4p2X5u,0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",10s,"pop, singer-songwriter pop, uk pop",0.581,0.0549,10.0,-20.514,0.0,0.0397,0.559,0.0,0.0718,0.234,152.037,4.0,87,spotify:track:3B7udSGy2PfgoCniMSb523,34
Keltainen,00s,"classic iskelma, finnish dance pop, finnish pop, iskelma, suomi rock",0.523,0.688,8.0,-5.316,1.0,0.0251,0.182,5.8e-06,0.17,0.393,84.998,4.0,31,spotify:track:1sjDdrMgjyKoxLi0iS31uR,14
Minä (feat. Mariska),10s,"finnish dance pop, finnish hip hop, finnish pop",0.699,0.789,3.0,-7.342,0.0,0.188,0.0274,0.0,0.182,0.658,125.98,4.0,33,spotify:track:3gYHMSi0QXprEALlsYDgF5,47
Puhuva Kone,10s,,0.895,0.627,10.0,-2.366,0.0,0.0837,0.27,0.0,0.034,0.582,91.951,4.0,13,spotify:track:0LZuvjd3c9RCfhW1GYmbCB,27
Beibi älä vonkaa,00s,,0.619,0.922,11.0,-5.222,0.0,0.0378,0.00894,0.0,0.295,0.781,139.955,4.0,20,spotify:track:5oScu2s1RNMmXc5GoihMSC,36
"Determinate - From ""Lemonade Mouth""",10s,,0.564,0.775,1.0,-4.94,0.0,0.0571,0.00223,0.0,0.0904,0.165,139.931,4.0,52,spotify:track:0pq5jP4w5L6Tl1VrZnrgah,0
Let's Be Friends,10s,post-teen pop,0.596,0.79,4.0,-6.475,0.0,0.0757,0.00369,6.42e-06,0.175,0.494,123.988,4.0,42,spotify:track:1d4l9SHX6yb3dVySZT6x89,0
I Will Never Let You Down,10s,"dance pop, pop, uk pop",0.753,0.801,4.0,-3.215,1.0,0.0296,0.403,0.0,0.128,0.794,128.011,4.0,72,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,39
Levoton Tuhkimo,80s,"finnish new wave, iskelma, suomi rock",0.718,0.655,0.0,-7.492,1.0,0.0553,0.155,0.0,0.385,0.9,123.206,4.0,42,spotify:track:30Ycic1p43sN4KlzK9MX4G,50
Story of My Life,10s,"boy band, pop, post-teen pop, talent show",0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,4.0,84,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,85
I Would Like,10s,"pop, scandipop, swedish electropop, swedish pop",0.486,0.713,2.0,-3.949,0.0,0.0524,0.0853,0.0,0.0839,0.297,121.028,4.0,78,spotify:track:0HVj61S4pQJdQhgZP61G65,0
Solo Dance,10s,"danish electronic, edm, pop dance",0.746,0.846,9.0,-2.432,1.0,0.048,0.0485,0.0,0.195,0.403,114.955,4.0,63,spotify:track:3R6dPfF2yBO8mHySW1XDAa,61
Dying for You (feat. Alex Aris) - Radio Edit,10s,"dutch house, edm, electro house, pop dance, progressive electro house",0.686,0.582,10.0,-6.088,1.0,0.0371,0.489,8.09e-06,0.082,0.437,121.97,4.0,59,spotify:track:59A6lBd9QmcD8rQTZPj1xD,48
Better in Time,00s,"british soul, dance pop, pop, talent show",0.584,0.7,6.0,-4.251,1.0,0.0506,0.512,2.43e-05,0.13,0.549,163.953,4.0,65,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,66
Some Die Young,10s,swedish pop,0.631,0.678,5.0,-7.18,1.0,0.0273,0.122,7.06e-05,0.204,0.279,98.477,4.0,52,spotify:track:2bfRfAO1RNWcpNtWJv042o,53
Who You Are,10s,"dance pop, pop",0.532,0.677,6.0,-3.912,0.0,0.0367,0.0225,5.74e-06,0.263,0.21,135.948,4.0,72,spotify:track:219eUQBWnfmADjKZEWEfSM,59
Come Follow,10s,"circuit, dutch house, electro house, progressive electro house",0.424,0.813,7.0,-7.35,1.0,0.0748,0.0268,0.000109,0.0923,0.245,128.201,4.0,47,spotify:track:2BLef0yQZ4CWYOU10kCT1k,0
Stay,10s,"metropopolis, neo-synthpop",0.447,0.72,11.0,-7.504,1.0,0.0517,0.0206,0.000353,0.282,0.297,156.0,4.0,62,spotify:track:2WmDlNSXpyYgMK0ws7ZWDa,54
Silhouettes - Original Radio Edit,10s,"dance pop, edm, pop, pop dance",0.605,0.8,5.0,-6.235,0.0,0.0545,0.155,0.0562,0.121,0.836,128.074,4.0,81,spotify:track:06h3McKzmxS8Bx58USHiMq,67
Second Soul,10s,finnish alternative rock,0.48,0.804,11.0,-4.437,0.0,0.0508,0.000147,4.91e-05,0.124,0.315,140.015,4.0,29,spotify:track:6Ovi0f2Ant45moF9zJNERx,30
Love Will Remember,10s,"pop, post-teen pop",0.624,0.952,7.0,-4.103,0.0,0.175,0.0119,0.0,0.0998,0.311,110.018,4.0,82,spotify:track:0kAv1wGVCGPIHEH1hFJNcG,0
I Got U,10s,"edm, house, pop dance, progressive house, uk dance",0.653,0.756,0.0,-7.794,1.0,0.0366,0.00364,0.00651,0.089,0.42,120.82,4.0,66,spotify:track:4r8hRPbidDIoDPphxi78aY,0
The Spark,10s,"big room, dance pop, dutch house, edm, electro house, pop dance",0.629,0.929,11.0,-3.745,1.0,0.0464,0.134,0.0,0.134,0.499,126.003,4.0,73,spotify:track:100EbPCjtuBNBcNxu7Wt6p,0
Stay High - Habits Remix,10s,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",0.736,0.677,4.0,-7.036,0.0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,4.0,73,spotify:track:4J8WVHRtXM6SMgsF7qohXy,42
Daylight,10s,pop,0.656,0.674,7.0,-5.473,1.0,0.0269,0.00242,0.0,0.255,0.369,120.001,4.0,85,spotify:track:1NNAI51EuoRWw1ydX1zV7S,73
Lucky Strike,10s,pop,0.673,0.746,11.0,-4.514,0.0,0.0424,0.000607,0.0,0.0988,0.446,144.013,4.0,85,spotify:track:4rpzPAbwJboZQw2p9T5T3f,59
The Man Who Never Lied,10s,pop,0.62,0.849,2.0,-6.016,1.0,0.0351,0.000327,0.0,0.072,0.865,139.933,4.0,85,spotify:track:5BXg13zwPCtGMxBHLqU8fi,42
Love Somebody,10s,pop,0.675,0.783,1.0,-6.284,1.0,0.0365,0.134,0.0,0.122,0.4,120.018,4.0,85,spotify:track:5H0ajL4EHsrcAEGESo2Lzx,61
Ladykiller,10s,pop,0.82,0.63,7.0,-6.926,1.0,0.0413,0.00963,8.91e-05,0.144,0.76,115.054,4.0,85,spotify:track:3Uum6BJBgb7Fp3uXmlTFuC,36
Fortune Teller,10s,pop,0.662,0.757,4.0,-6.119,0.0,0.039,0.0526,0.0,0.149,0.411,119.948,4.0,85,spotify:track:5b4LIjtXeON2spaDlsXxTv,35
Sad,10s,pop,0.781,0.262,7.0,-9.189,1.0,0.0321,0.797,0.0,0.1,0.338,111.92,4.0,85,spotify:track:4MAxq4eEuuyE97wodPnisY,46
Tickets,10s,pop,0.801,0.816,4.0,-4.192,0.0,0.0317,0.0174,1.43e-06,0.127,0.972,120.002,4.0,85,spotify:track:6RzYNDWVza8E3bnqHNUqcz,37
Doin’ Dirt,10s,pop,0.677,0.861,3.0,-4.04,0.0,0.0446,0.000838,0.0,0.0714,0.875,124.945,4.0,85,spotify:track:0uI95Bm4awNXa00xZYAfbQ,36
Beautiful Goodbye,10s,pop,0.656,0.567,3.0,-2.638,1.0,0.0386,0.00199,1.29e-06,0.106,0.385,168.251,4.0,85,spotify:track:0ehxWIhybOYQ3acRhmcNVF,57
Wipe Your Eyes,10s,pop,0.607,0.913,4.0,-3.627,0.0,0.036,0.066,0.0,0.123,0.626,137.037,4.0,85,spotify:track:2Nut5wxGFEwdbjuEe32syQ,42
Wasted Years,10s,pop,0.733,0.855,2.0,-4.237,1.0,0.213,0.0494,0.0,0.304,0.793,158.715,4.0,85,spotify:track:2I7Dw7W2CFvfc51qqUhfbl,30
Supernaiset,10s,"classic iskelma, finnish pop, iskelma, suomi rock",0.493,0.92,2.0,-5.719,1.0,0.0596,0.0241,0.0,0.362,0.838,164.003,4.0,47,spotify:track:3cGY1fqKRllxTkVIBOmBBv,44
Shower,10s,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",0.699,0.529,2.0,-7.548,1.0,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4.0,78,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,78
Nobody To Love - Radio Edit,10s,"dancefloor dnb, pop dance, uk dance",0.443,0.918,8.0,-3.299,1.0,0.0453,0.000528,5.39e-06,0.128,0.199,175.033,4.0,58,spotify:track:7vGWH8cSr389jeNN4fsXYQ,0
Changes,10s,tropical house,0.822,0.704,3.0,-8.242,0.0,0.0374,0.00864,0.627,0.0633,0.255,125.999,4.0,52,spotify:track:13qqdlSeF8FcxsRyapDMZ0,0
Who's That Boy,10s,"pop, post-teen pop",0.763,0.714,2.0,-4.611,1.0,0.0837,0.021,0.0,0.0623,0.535,82.98,4.0,77,spotify:track:4c4AVLxcIIbBgCxAW1JNbL,19
Not Like That,00s,"dance pop, pop, post-teen pop",0.709,0.835,2.0,-5.31,1.0,0.128,0.0219,0.0,0.108,0.385,96.019,4.0,51,spotify:track:6OLztNeqXZu5Uh6YmmzQxC,35
"It's Alright, It's OK",00s,"dance pop, pop, post-teen pop",0.515,0.918,1.0,-2.033,0.0,0.0569,0.00662,1.16e-05,0.162,0.265,130.061,4.0,51,spotify:track:7kvkzyzHsHIssSQnYMH3BM,28
Hot Right Now (feat. RITA ORA) - Radio Edit,10s,"dancefloor dnb, drum and bass, uk dance",0.523,0.971,4.0,-1.568,0.0,0.0429,0.00684,0.000542,0.221,0.48,174.993,4.0,55,spotify:track:2SbVR0tPkE8cYXV539iNoE,0
Da Bop,10s,,0.875,0.88,9.0,-4.727,0.0,0.0661,0.00277,0.0773,0.312,0.933,126.973,4.0,19,spotify:track:1oddTak6i4Dq2CqSCEgCML,19
Pandora 2012 - Video Edit,10s,"hands up, italo dance",0.539,0.872,7.0,-4.877,1.0,0.0327,0.00278,2.49e-05,0.151,0.455,150.008,4.0,61,spotify:track:5sPz5XS7Vj0GMkNVdezrmv,22
Addicted To You - Radio Version,10s,"colombian pop, dance pop, latin pop, pop",0.869,0.814,4.0,-4.066,0.0,0.0965,0.0441,0.0101,0.0698,0.96,126.0,4.0,87,spotify:track:4fu5BbhmKdr1zCMqH6uOH8,0
Balada - Ao Vivo,10s,"agronejo, arrocha, sertanejo, sertanejo universitario",0.681,0.949,11.0,-4.302,0.0,0.0566,0.167,0.0,0.832,0.832,128.017,4.0,79,spotify:track:7h94Gugaor1PCxYJ09kW5W,0
Right Now,10s,"barbadian pop, pop, urban contemporary",0.668,0.64,3.0,-5.208,0.0,0.0888,0.049,0.0,0.0675,0.259,130.004,4.0,91,spotify:track:42Ow7PS3YtCWplolUUigDo,59
Diamonds,10s,"barbadian pop, pop, urban contemporary",0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,4.0,91,spotify:track:6O20JhBJPePEkBdrB5sqRx,77
Stay,10s,"barbadian pop, pop, urban contemporary",0.621,0.31,9.0,-10.164,0.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.0,91,spotify:track:0GNI8K3VATWBABQFAzBAYe,75
You Da One,10s,"barbadian pop, pop, urban contemporary",0.702,0.715,5.0,-5.377,0.0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,4.0,91,spotify:track:5DBfBBTNQH20XbNqp2XZJE,0
Where Have You Been,10s,"barbadian pop, pop, urban contemporary",0.719,0.847,0.0,-6.34,0.0,0.0916,0.00201,0.0204,0.223,0.444,127.963,4.0,91,spotify:track:1tjY4H0X706ZH03SXa1DFh,0
Talk That Talk,10s,"barbadian pop, pop, urban contemporary",0.694,0.671,2.0,-4.088,1.0,0.0444,0.0371,3.14e-05,0.236,0.466,83.999,4.0,91,spotify:track:7ksS2VMMt5ZDSpZOQTVj73,0
Man Down,10s,"barbadian pop, pop, urban contemporary",0.47,0.904,0.0,-4.024,0.0,0.177,0.0436,0.0,0.0491,0.557,155.788,4.0,91,spotify:track:1Bx0zEdVjkFlV27iKaePug,71
Rude Boy,00s,"barbadian pop, pop, urban contemporary",0.563,0.75,11.0,-4.496,1.0,0.127,0.113,0.0,0.0788,0.812,173.906,4.0,91,spotify:track:5hlWtrnVUyAze5WkxF9P56,0
Shut Up And Drive,00s,"barbadian pop, pop, urban contemporary",0.735,0.826,1.0,-4.902,1.0,0.0349,0.00101,0.129,0.197,0.74,132.964,4.0,91,spotify:track:3m7Fne4xA0bsKzEaWbNucr,0
Rehab,00s,"barbadian pop, pop, urban contemporary",0.583,0.792,1.0,-5.894,1.0,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,4.0,91,spotify:track:5bXd8zA39HyVPdfcFqR3lK,0
Disturbia,00s,"barbadian pop, pop, urban contemporary",0.707,0.813,11.0,-4.515,0.0,0.0571,0.0863,0.0,0.168,0.722,124.921,4.0,91,spotify:track:01BvT9GPtThEzcMxkptkgN,0
Take A Bow,00s,"barbadian pop, pop, urban contemporary",0.697,0.467,9.0,-7.536,1.0,0.0715,0.248,0.0,0.0941,0.572,82.081,4.0,91,spotify:track:3mmjD9G2HUUzDbFl3NRDLM,0
Pon de Replay,00s,"barbadian pop, pop, urban contemporary",0.779,0.64,7.0,-8.415,1.0,0.159,0.000155,0.00077,0.101,0.498,99.019,4.0,91,spotify:track:6GC6lcKgjCdsdIz5OiCUw5,0
Bang Bang,10s,"dance pop, pop",0.711,0.774,0.0,-3.391,0.0,0.0922,0.259,0.0,0.371,0.715,150.032,4.0,72,spotify:track:3SaIsrEzrQGDcG1jCeaK8q,0
One (Your Name) - Radio Edit,10s,"edm, pop dance, progressive electro house",0.733,0.673,9.0,-6.572,0.0,0.0333,0.0132,0.0049,0.16,0.636,125.061,4.0,75,spotify:track:1qZMPmpD1jDcOA7gZ6TCde,69
Spaceman - Carnage Festival Trap Remix,10s,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.712,0.497,11.0,-8.976,1.0,0.0777,0.0235,0.768,0.101,0.238,139.987,4.0,67,spotify:track:5QcSDOm6mcvFDl7KBT1fHv,0
Wizard - Radio Edit,10s,"dutch edm, edm, pop, pop dance, progressive house",0.566,0.915,7.0,-4.715,0.0,0.0521,0.00453,0.499,0.617,0.0836,127.922,4.0,76,spotify:track:5GjGBJWKwePwuR4ilu1FdQ,0
Mammoth - Original Mix,10s,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",0.646,0.849,11.0,-5.953,0.0,0.252,0.00107,0.341,0.365,0.479,127.992,4.0,74,spotify:track:00RA1tRUjvxcViZ1TVFlyu,0
Flashing Lights - Original Mix,10s,"big room, dutch edm, dutch house, edm, electro house, house, pop dance, progressive electro house, progressive house",0.721,0.961,4.0,-2.866,0.0,0.0494,0.00797,0.834,0.412,0.312,128.959,4.0,57,spotify:track:1914G5ETQ5ntknGqyozfMW,18
Zodiac,10s,big room,0.531,0.975,6.0,-1.826,0.0,0.349,0.0299,0.0203,0.482,0.137,128.022,4.0,67,spotify:track:6tyMthQ4xFIyvun12lAHPB,11
Gooo!,10s,,0.687,0.905,3.0,-4.225,1.0,0.324,0.0146,9.07e-06,0.357,0.246,128.068,4.0,3,spotify:track:2IkgZtDDMbqo5DsrOxO9iT,0
Smile - Original Mix,10s,,0.794,0.855,5.0,-4.929,0.0,0.0733,0.00148,0.56,0.0932,0.195,128.014,4.0,12,spotify:track:4oDoe08YuxP2wbfjYCCoCd,26
Five Hours,10s,"dutch house, edm, electro house, melbourne bounce, melbourne bounce international, pop dance, progressive electro house",0.88,0.821,5.0,-2.545,0.0,0.118,0.0197,0.661,0.234,0.575,127.907,4.0,66,spotify:track:6r7FXNO57mlZCBY6PXcZZT,65
Jäätyy,10s,"finnish dance pop, finnish hip hop, finnish pop",0.592,0.652,10.0,-5.184,1.0,0.0335,0.00196,0.0,0.399,0.524,96.005,4.0,25,spotify:track:6oRbToZS46TUcgVLJqik8g,12
Sä olit oikees,10s,"finnish dance pop, finnish hip hop, finnish pop",0.708,0.713,8.0,-6.891,0.0,0.108,0.135,0.0,0.202,0.776,74.987,4.0,51,spotify:track:0ZaTpWhR53xeciXzuV68K5,29
Rakkauslaulu,10s,"finnish pop, iskelma, suomi rock",0.456,0.364,3.0,-6.975,0.0,0.0283,0.323,1.99e-06,0.0934,0.196,177.79,4.0,44,spotify:track:3fuHmlYrK7nCUoNyFT2rx7,23
Love Me Now,10s,"neo soul, pop, pop soul, urban contemporary",0.416,0.773,8.0,-3.784,1.0,0.0949,0.572,0.0,0.105,0.716,122.65,4.0,76,spotify:track:6hdkw1wzhIRYPlYDUtCY5m,51
Sun suulla,10s,,0.747,0.496,2.0,-9.618,1.0,0.117,0.666,0.000655,0.302,0.26,109.021,4.0,1,spotify:track:1G1eSrKxjTc6k8N9T51gyY,7
Morsian,10s,"finnish pop, suomi rock",0.644,0.852,9.0,-6.889,0.0,0.0305,0.096,2.75e-06,0.107,0.554,122.007,4.0,45,spotify:track:3seOWLZ7YjBcVYDosPZrwt,30
Milloin nään sut uudestaan?,10s,"finnish dance pop, finnish pop",0.581,0.711,9.0,-5.976,0.0,0.0504,0.0125,1.98e-06,0.129,0.479,101.999,4.0,50,spotify:track:5F1nYAZxYNUTjtqs6WKXbQ,32
Lupaan olla - Radio edit,10s,"finnish dance pop, finnish hip hop, finnish pop, finnish reggae, suomi rock",0.724,0.583,7.0,-5.453,0.0,0.0341,0.28,0.0,0.111,0.543,90.975,4.0,36,spotify:track:0RzBCMUkbxaHFrGUTctWGo,32
Eternal Flame,10s,"album rock, jangle pop, new romantic, new wave, new wave pop, paisley underground, soft rock",0.524,0.348,4.0,-7.753,0.0,0.0244,0.538,0.0,0.34,0.402,78.991,3.0,62,spotify:track:6wq4KFc8BBrBRnFPss47UQ,17
Just Give Me a Reason (feat. Nate Ruess),10s,"dance pop, pop",0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,4.0,81,spotify:track:1mKXFLRA179hdOWQBwUk9e,84
I Will Always Love You,90s,"dance pop, pop",0.332,0.214,4.0,-12.518,1.0,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4.0,76,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,78
Tuhat yötä,10s,"finnish pop, iskelma, suomi rock",0.505,0.487,9.0,-8.356,1.0,0.0341,0.474,2.05e-06,0.0753,0.548,155.997,4.0,42,spotify:track:5j11C78d5FfJb6R2QhxfKR,23
"My Heart Will Go On - Love Theme from ""Titanic""",10s,canadian pop,0.428,0.361,4.0,-9.05,1.0,0.0302,0.725,0.0,0.137,0.0384,99.071,1.0,74,spotify:track:6ASMcYTd4DaK8HblMc1CW4,14
Marry You,10s,"dance pop, pop",0.621,0.82,10.0,-4.865,1.0,0.0367,0.332,0.0,0.104,0.452,144.905,4.0,89,spotify:track:6SKwQghsR8AISlxhcwyA9R,79
Oo siellä jossain mun,00s,"finnish pop, suomi rock",0.534,0.839,4.0,-5.515,1.0,0.0441,0.128,6.83e-05,0.281,0.382,100.031,4.0,44,spotify:track:0Hpyamk60KiH3JeDxnWkxu,11
Hurt,00s,"dance pop, pop",0.254,0.285,4.0,-7.112,0.0,0.0382,0.769,0.0,0.0997,0.101,74.858,4.0,78,spotify:track:3AfT3nmctE9nlndrFgshXH,0
Mä annan sut pois,10s,"finnish pop, iskelma, suomi rock",0.438,0.34,0.0,-8.916,0.0,0.0316,0.672,0.00325,0.109,0.187,122.016,4.0,35,spotify:track:4gWApF6eHuGkRpliThlWL1,35
