,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Popularity Cat
7773,0.559,0.529,-8.509,0.151,0.61,0.882,0.0759,0.151,118.734,0
7774,0.658,0.525,-14.162,0.035,0.115,2.75e-06,0.0563,0.759,128.624,0
7775,0.375,0.598,-8.389,0.0351,0.0439,0.112,0.776,0.516,106.157,0
7776,0.715,0.507,-10.613,0.26,0.0348,0.0,0.112,0.409,152.957,0
7777,0.32,0.327,-10.239,0.0293,0.532,4.84e-06,0.11,0.157,165.843,0
7778,0.596,0.596,-8.779,0.0575,0.617,0.761,0.0776,0.367,129.891,0
7779,0.613,0.342,-12.151,0.0336,0.271,0.0,0.534,0.651,94.22,0
7780,0.564,0.96,-2.944,0.0742,0.011,0.0,0.317,0.726,166.911,0
7781,0.554,0.791,-7.349,0.0534,0.618,0.000284,0.681,0.821,96.986,0
7782,0.825,0.889,-5.721,0.107,0.03,0.0,0.703,0.823,88.991,0
7783,0.639,0.378,-14.166,0.0661,0.78,0.00331,0.111,0.411,75.016,0
7784,0.63,0.694,-10.154,0.0786,0.225,0.747,0.131,0.127,130.008,0
7785,0.59,0.965,-1.787,0.0548,0.0147,0.163,0.12,0.386,148.167,0
7786,0.202,0.688,-4.919,0.0446,0.498,0.0,0.359,0.413,186.355,0
7787,0.385,0.339,-12.735,0.0649,0.935,0.0355,0.287,0.302,146.284,0
7788,0.181,0.26,-10.312,0.0345,0.924,0.000281,0.092,0.0718,172.785,0
7789,0.902,0.788,-7.81,0.105,0.00137,0.525,0.13,0.813,123.1,0
7790,0.81,0.465,-13.289,0.054,0.282,0.00216,0.0899,0.253,95.133,0
7791,0.327,0.88,-6.027,0.0786,1.74e-05,0.447,0.0323,0.494,109.685,0
7792,0.84,0.453,-10.828,0.0612,0.00146,0.419,0.0799,0.353,119.004,0
7793,0.209,0.944,-5.536,0.0593,2.51e-05,0.564,0.179,0.352,174.03,0
7794,0.679,0.538,-12.26,0.0465,0.672,0.0155,0.054,0.935,107.308,0
7795,0.568,0.693,-6.333,0.0908,0.613,0.0733,0.566,0.57,131.011,0
7796,0.668,0.715,-8.869,0.0322,0.00944,0.898,0.0873,0.837,90.99,0
7797,0.265,0.253,-10.992,0.0318,0.876,0.0,0.0886,0.0378,143.143,0
7798,0.562,0.542,-7.221,0.053,0.00932,0.348,0.635,0.26,78.031,0
7799,0.585,0.491,-7.48,0.14,0.209,0.0,0.0679,0.646,166.835,0
7800,0.701,0.416,-14.127,0.0287,0.0558,0.000476,0.335,0.721,105.069,0
7801,0.22,0.381,-9.775,0.0347,0.861,1.45e-06,0.277,0.143,89.552,0
7802,0.627,0.18,-11.696,0.0376,0.981,0.000373,0.107,0.466,134.247,0
7803,0.454,0.571,-8.977,0.0667,0.142,0.000163,0.179,0.792,184.125,0
7804,0.717,0.959,-1.519,0.0768,0.0179,0.757,0.202,0.422,127.99,0
7805,0.386,0.187,-16.369,0.0487,0.99,1.12e-05,0.0847,0.527,110.106,0
7806,0.664,0.75,-8.208,0.0546,0.659,1.77e-05,0.0733,0.906,100.703,0
7807,0.433,0.529,-7.434,0.0644,0.435,0.00643,0.309,0.543,180.547,0
7808,0.554,0.615,-10.474,0.0493,0.00487,0.102,0.104,0.44,148.239,0
7809,0.732,0.189,-15.78,0.0604,0.443,0.000558,0.197,0.51,95.081,0
7810,0.595,0.473,-10.624,0.0345,0.287,0.000235,0.201,0.666,147.204,0
7811,0.628,0.771,-13.637,0.0536,0.0117,0.000986,0.203,0.793,122.091,0
7812,0.356,0.311,-14.225,0.0372,0.988,0.848,0.182,0.259,116.517,0
7813,0.356,0.311,-14.225,0.0372,0.988,0.848,0.182,0.259,116.517,0
7814,0.559,0.71,-6.56,0.5,0.76,0.0,0.104,0.533,140.595,0
7815,0.611,0.384,-12.721,0.0292,0.354,2.66e-05,0.103,0.551,103.005,0
7816,0.324,0.148,-15.828,0.0389,0.971,0.924,0.0904,0.251,81.3,0
7817,0.429,0.56,-11.787,0.0313,0.666,0.971,0.084,0.381,90.02,0
7818,0.6,0.662,-8.285,0.0941,0.58,0.952,0.1,0.707,80.856,0
7819,0.754,0.442,-15.178,0.0403,0.324,0.0,0.0634,0.971,118.641,0
7820,0.846,0.842,-10.019,0.167,0.149,0.0942,0.481,0.265,135.625,0
7821,0.833,0.753,-6.333,0.232,0.0716,3.04e-06,0.637,0.502,138.469,0
7822,0.156,0.105,-21.497,0.043,0.995,0.972,0.196,0.0356,75.604,0
7823,0.599,0.497,-9.633,0.0318,0.456,0.593,0.0898,0.494,80.084,0
7824,0.71,0.775,-7.514,0.4,0.591,0.0,0.392,0.545,100.867,0
7825,0.348,0.475,-12.993,0.0594,0.583,0.0,0.0881,0.562,112.124,0
7826,0.311,0.869,-5.956,0.0647,0.00606,0.866,0.0725,0.0821,140.092,0
7827,0.565,0.766,-8.485,0.029,0.438,0.4,0.095,0.561,106.004,0
7828,0.339,0.583,-8.582,0.0338,0.0497,0.00108,0.164,0.379,101.449,0
7829,0.271,0.641,-8.254,0.0451,0.00496,0.00124,0.689,0.034,131.994,0
7830,0.622,0.486,-12.544,0.0355,0.661,2.73e-05,0.214,0.908,152.169,0
7831,0.554,0.65,-12.099,0.039,0.446,0.0756,0.112,0.879,123.583,0
7832,0.307,0.179,-16.5,0.0438,0.979,0.000287,0.343,0.0624,133.966,0
7833,0.434,0.952,-2.079,0.074,0.00191,6.87e-06,0.0474,0.877,198.081,0
7834,0.555,0.713,-6.901,0.0704,0.017,0.00115,0.0381,0.754,200.071,0
7835,0.725,0.654,-6.283,0.0608,0.778,2.7e-06,0.0769,0.659,97.272,0
7836,0.544,0.811,-2.271,0.0515,0.052,0.0,0.121,0.188,129.011,0
7837,0.295,0.215,-13.073,0.0359,0.935,0.0,0.115,0.0847,140.508,0
7838,0.725,0.577,-7.859,0.0307,0.0643,0.851,0.1,0.574,95.011,0
7839,0.705,0.401,-15.663,0.0327,0.0793,0.00322,0.124,0.447,126.993,0
7840,0.586,0.116,-15.998,0.0471,0.957,0.000365,0.101,0.118,95.141,0
7841,0.631,0.656,-8.472,0.0481,0.466,0.0,0.674,0.751,126.782,0
7842,0.368,0.364,-6.002,0.059,0.91,6.36e-06,0.137,0.405,73.202,0
7843,0.749,0.572,-10.076,0.0508,0.0901,0.000214,0.364,0.831,86.266,0
7844,0.354,0.514,-12.403,0.0453,0.403,0.0862,0.232,0.123,90.031,0
7845,0.375,0.286,-8.062,0.0642,0.652,0.0,0.0889,0.598,163.234,0
7846,0.144,0.0995,-20.505,0.0512,0.986,0.0717,0.0632,0.0338,77.37,0
7847,0.225,0.175,-18.944,0.0427,0.97,0.00268,0.113,0.111,94.282,0
7848,0.252,0.971,-5.597,0.1,0.00295,5.04e-05,0.528,0.305,137.497,0
7849,0.369,0.612,-9.089,0.0795,0.627,0.0636,0.563,0.647,177.951,0
7850,0.312,0.871,-6.502,0.35,0.000589,0.575,0.279,0.355,155.03,0
7851,0.571,0.525,-8.164,0.0289,0.712,0.022,0.0398,0.964,109.87,0
7852,0.759,0.424,-13.062,0.0406,0.632,0.0195,0.0996,0.774,108.18,0
7853,0.322,0.257,-15.018,0.0426,0.866,0.327,0.382,0.185,115.774,0
7854,0.752,0.53,-10.056,0.475,0.589,0.000693,0.111,0.484,119.139,0
7855,0.358,0.0564,-18.744,0.0387,0.976,0.0187,0.14,0.156,92.406,0
7856,0.756,0.556,-8.309,0.168,0.0854,1.14e-06,0.113,0.624,165.0,0
7857,0.865,0.672,-6.342,0.0969,0.422,0.532,0.159,0.823,125.646,0
7858,0.334,0.557,-5.961,0.0496,0.155,1.66e-06,0.106,0.362,197.622,0
7859,0.699,0.687,-12.895,0.0479,0.0327,0.000235,0.0858,0.97,87.287,0
7860,0.242,0.379,-9.745,0.0318,0.208,0.0,0.134,0.166,140.986,0
7861,0.534,0.419,-9.145,0.0339,0.216,0.0232,0.37,0.56,156.813,0
7862,0.594,0.464,-11.303,0.0519,0.296,0.0,0.431,0.765,117.832,0
7863,0.604,0.136,-12.366,0.0282,0.702,0.0927,0.11,0.0732,102.944,0
7864,0.695,0.373,-12.731,0.179,0.278,5.93e-05,0.106,0.788,145.393,0
7865,0.522,0.512,-9.378,0.151,0.553,0.0,0.349,0.826,73.729,0
7866,0.497,0.654,-11.469,0.0302,0.174,0.884,0.0892,0.0526,130.001,0
7867,0.569,0.751,-12.826,0.0418,0.365,0.856,0.0561,0.758,105.156,0
7868,0.707,0.809,-2.33,0.221,0.273,0.0,0.0996,0.457,85.871,0
7869,0.395,0.906,-3.618,0.249,0.0814,0.0,0.306,0.791,194.924,0
7870,0.689,0.472,-12.385,0.124,0.367,0.0,0.293,0.814,80.905,0
7871,0.486,0.83,-9.009,0.0429,0.124,0.0,0.159,0.499,175.029,0
7872,0.74,0.603,-8.067,0.03,0.0691,0.498,0.12,0.935,128.29,0
7873,0.909,0.32,-12.47,0.196,0.294,4.03e-05,0.0433,0.72,117.457,0
7874,0.309,0.0302,-28.513,0.0556,0.995,0.891,0.0801,0.0588,68.364,0
7875,0.459,0.265,-11.7,0.0353,0.853,0.139,0.153,0.291,124.613,0
7876,0.952,0.376,-10.758,0.306,0.863,0.0,0.176,0.943,125.061,0
7877,0.5,0.913,-4.205,0.0466,0.607,0.0,0.202,0.823,89.055,0
7878,0.371,0.443,-5.173,0.0332,0.855,0.0,0.0904,0.358,141.335,0
7879,0.82,0.554,-11.01,0.0679,0.00138,0.0,0.0579,0.276,105.397,0
7880,0.734,0.676,-7.273,0.04,0.377,0.221,0.741,0.907,94.518,0
7881,0.328,0.992,-2.573,0.203,0.000735,0.0,0.469,0.279,89.845,0
7882,0.477,0.0894,-13.684,0.0561,0.978,3.77e-05,0.0487,0.314,101.71,0
7883,0.306,0.592,-7.714,0.0887,0.357,0.114,0.129,0.0931,175.778,0
7884,0.752,0.466,-10.928,0.0429,0.03,0.0601,0.16,0.243,104.996,0
7885,0.825,0.703,-8.48,0.334,0.636,0.0,0.261,0.67,109.116,0
7886,0.357,0.84,-8.574,0.0902,0.267,0.00496,0.299,0.64,152.217,0
7887,0.634,0.323,-13.533,0.0318,0.83,9e-05,0.125,0.489,147.943,0
7888,0.538,0.709,-9.634,0.269,0.0151,0.0,0.434,0.472,162.801,0
7889,0.537,0.239,-9.904,0.086,0.52,0.0,0.0932,0.421,59.856,0
7890,0.591,0.425,-9.462,0.045,0.803,4.42e-06,0.0978,0.684,171.956,0
7891,0.719,0.374,-11.551,0.0365,0.829,0.888,0.0965,0.281,79.987,0
7892,0.249,0.112,-18.139,0.0699,0.995,0.969,0.145,0.0534,76.936,0
7893,0.654,0.495,-13.152,0.0293,0.207,0.926,0.0745,0.466,105.018,0
7894,0.652,0.52,-7.269,0.516,0.217,3.17e-06,0.218,0.504,175.131,0
7895,0.343,0.279,-13.172,0.0537,0.928,0.081,0.0663,0.0608,92.26,0
7896,0.461,0.27,-14.244,0.0407,0.257,3.25e-06,0.054,0.313,107.866,0
7897,0.543,0.356,-12.562,0.0508,0.561,0.532,0.0889,0.51,88.742,0
7898,0.96,0.387,-13.07,0.108,0.0879,1.82e-06,0.0845,0.489,125.078,0
7899,0.626,0.603,-6.468,0.259,0.162,0.0,0.773,0.306,175.942,0
7900,0.668,0.759,-6.394,0.138,0.321,1.49e-06,0.147,0.925,198.052,0
7901,0.417,0.589,-8.955,0.0498,0.3,0.0529,0.101,0.36,176.446,0
7902,0.661,0.326,-9.379,0.0431,0.505,0.752,0.198,0.924,171.875,0
7903,0.438,0.979,-6.269,0.408,0.00883,0.256,0.169,0.126,152.978,0
7904,0.774,0.741,-8.007,0.0919,0.627,0.673,0.116,0.688,123.973,0
7905,0.591,0.626,-9.236,0.597,0.665,0.0,0.116,0.387,83.405,0
7906,0.687,0.555,-10.252,0.14,0.0147,0.00407,0.326,0.432,167.975,0
7907,0.754,0.542,-10.965,0.0296,0.304,6.37e-06,0.202,0.942,142.015,0
7908,0.57,0.651,-4.921,0.587,0.583,0.0,0.366,0.682,85.699,0
7909,0.393,0.772,-6.616,0.0512,0.044,0.134,0.956,0.698,112.446,0
7910,0.751,0.365,-9.877,0.0937,0.0357,0.00106,0.12,0.619,170.088,0
7911,0.578,0.542,-6.188,0.0465,0.975,6.71e-05,0.419,0.418,122.904,0
7912,0.708,0.789,-9.048,0.322,0.00436,0.205,0.0642,0.579,175.935,0
7913,0.548,0.875,-3.001,0.0383,0.0382,0.0,0.122,0.534,157.133,0
7914,0.751,0.578,-11.68,0.0308,0.165,0.0,0.11,0.707,138.034,0
7915,0.582,0.321,-12.461,0.0338,0.836,0.612,0.11,0.295,115.458,0
7916,0.648,0.382,-15.503,0.0354,0.572,0.0,0.115,0.776,81.953,0
7917,0.267,0.83,-6.868,0.0723,0.0128,0.0,0.318,0.0521,147.184,0
7918,0.664,0.672,-9.309,0.105,0.0173,0.432,0.13,0.841,160.984,0
7919,0.761,0.415,-8.299,0.061,0.576,0.0,0.132,0.714,73.523,0
7920,0.492,0.642,-8.618,0.0397,0.686,0.107,0.0548,0.419,98.617,0
7921,0.635,0.391,-14.465,0.189,0.0223,0.187,0.219,0.392,128.797,0
7922,0.783,0.853,-8.018,0.059,0.0296,0.565,0.311,0.783,112.007,0
7923,0.745,0.828,-9.576,0.046,0.0482,0.435,0.0967,0.971,133.942,0
7924,0.697,0.57,-9.404,0.442,0.463,0.679,0.0925,0.101,129.995,0
7925,0.57,0.463,-9.07,0.0361,0.272,3.88e-06,0.0832,0.774,71.871,0
7926,0.375,0.408,-14.478,0.0496,0.776,0.0383,0.0887,0.198,152.057,0
7927,0.601,0.208,-12.202,0.0512,0.16,0.0,0.241,0.637,111.941,0
7928,0.731,0.76,-8.138,0.0561,0.0524,0.686,0.114,0.559,136.998,0
7929,0.417,0.62,-5.091,0.0289,0.38,0.0,0.107,0.288,76.477,0
7930,0.293,0.321,-9.297,0.0327,0.204,0.0,0.365,0.122,65.151,0
7931,0.412,0.502,-11.609,0.0545,0.112,0.826,0.181,0.184,130.103,0
7932,0.417,0.634,-5.928,0.0363,0.0559,7.14e-05,0.75,0.122,83.977,0
7933,0.371,0.00251,-30.903,0.0599,0.995,0.958,0.0897,0.132,67.834,0
7934,0.604,0.912,-6.799,0.0513,0.0324,0.0,0.0779,0.966,192.031,0
7935,0.302,0.959,-3.313,0.0397,1.24e-05,0.431,0.143,0.578,101.91,0
7936,0.539,0.681,-6.476,0.0324,0.00437,0.727,0.105,0.123,98.043,0
7937,0.429,0.317,-11.322,0.0292,0.927,3.5e-06,0.116,0.302,102.109,0
7938,0.442,0.566,-10.696,0.0616,0.00701,0.149,0.129,0.51,97.643,0
7939,0.587,0.665,-8.083,0.409,0.0532,0.0,0.557,0.242,90.758,0
7940,0.232,0.577,-8.79,0.0331,0.452,1.05e-06,0.0896,0.669,65.195,0
7941,0.806,0.561,-10.858,0.128,0.0835,0.492,0.101,0.637,138.752,0
7942,0.619,0.213,-14.608,0.046,0.924,0.0,0.0905,0.521,108.829,0
7943,0.277,0.464,-7.675,0.0326,0.749,0.00257,0.125,0.174,122.84,0
7944,0.457,0.537,-10.111,0.0318,0.0368,0.00265,0.0618,0.29,167.971,0
7945,0.465,0.633,-6.398,0.0676,0.819,6.86e-05,0.132,0.894,165.484,0
7946,0.612,0.337,-15.686,0.0752,0.549,0.000168,0.0814,0.16,82.566,0
7947,0.56,0.738,-8.589,0.0635,0.00492,0.63,0.363,0.281,169.981,0
7948,0.517,0.727,-4.427,0.443,0.317,0.0,0.0522,0.725,67.166,0
7949,0.378,0.151,-19.601,0.0397,0.95,0.954,0.0686,0.331,119.839,0
