,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Popularity Cat
52601,0.266,0.471,-10.101,0.0341,0.054,0.101,0.0775,0.131,127.019,1
52602,0.349,0.917,-3.645,0.071,0.026,7.25e-06,0.0968,0.206,164.036,1
52603,0.827,0.697,-4.288,0.0808,0.0386,0.0,0.0556,0.799,100.013,1
52604,0.397,0.0767,-15.786,0.0374,0.956,0.856,0.0992,0.0365,122.626,1
52605,0.757,0.733,-3.936,0.0665,0.0691,0.0,0.0918,0.535,98.041,1
52606,0.672,0.822,-4.289,0.354,0.00113,6.31e-06,0.0728,0.639,129.117,1
52607,0.765,0.491,-8.685,0.311,0.681,0.0145,0.104,0.353,94.949,1
52608,0.498,0.515,-11.985,0.0395,0.0936,0.0,0.1,0.616,127.761,1
52609,0.67,0.435,-10.314,0.0513,0.159,1.07e-05,0.135,0.0879,110.08,1
52610,0.796,0.699,-5.487,0.309,0.397,0.0,0.0469,0.59,97.004,1
52611,0.122,0.0182,-27.89,0.0383,0.967,0.834,0.0735,0.0473,77.59,1
52612,0.775,0.785,-3.503,0.0411,0.00247,0.0,0.0669,0.963,130.029,1
52613,0.423,0.949,-4.097,0.0972,0.0181,0.00355,0.292,0.278,189.976,1
52614,0.402,0.837,-3.593,0.0445,0.449,0.0,0.894,0.152,135.975,1
52615,0.591,0.841,-4.351,0.0304,0.0119,0.0,0.395,0.392,109.034,1
52616,0.842,0.783,-5.301,0.204,0.0408,1.11e-06,0.109,0.629,126.848,1
52617,0.419,0.971,-3.622,0.0909,4.63e-05,1.43e-05,0.171,0.677,180.033,1
52618,0.92,0.654,-3.051,0.0401,0.0236,0.0153,0.036,0.847,117.046,1
52619,0.463,0.943,-7.95,0.0419,0.0303,0.213,0.0251,0.55,111.577,1
52620,0.339,0.56,-4.824,0.0609,0.205,7.86e-06,0.162,0.278,206.112,1
52621,0.756,0.47,-6.684,0.0613,0.258,3.39e-06,0.286,0.616,121.976,1
52622,0.44,0.76,-5.872,0.359,0.0167,2.84e-06,0.127,0.0976,77.741,1
52623,0.492,0.688,-5.309,0.0403,0.0426,0.0,0.136,0.445,94.962,1
52624,0.692,0.752,-5.112,0.116,0.671,0.0,0.116,0.655,86.994,1
52625,0.723,0.68,-5.841,0.0706,0.0949,0.0,0.17,0.523,98.012,1
52626,0.501,0.482,-9.985,0.0259,0.603,1.81e-05,0.119,0.251,97.073,1
52627,0.602,0.896,-5.993,0.175,0.502,0.0,0.203,0.845,129.911,1
52628,0.112,0.0657,-19.837,0.0495,0.947,0.931,0.112,0.0354,56.75,1
52629,0.779,0.902,-2.975,0.169,0.126,0.0,0.242,0.82,95.321,1
52630,0.463,0.561,-6.943,0.235,0.469,0.0,0.157,0.35,85.148,1
52631,0.645,0.938,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,1
52632,0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,1
52633,0.46,0.826,-5.624,0.0525,0.0338,3.49e-05,0.115,0.747,160.222,1
52634,0.569,0.118,-18.932,0.106,0.7,6.21e-05,0.118,0.463,171.208,1
52635,0.678,0.47,-8.825,0.273,0.452,0.0,0.129,0.491,88.757,1
52636,0.683,0.751,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,1
52637,0.735,0.805,-2.405,0.0976,0.0376,0.000695,0.102,0.719,175.846,1
52638,0.469,0.862,-6.48,0.109,0.000248,0.000322,0.0661,0.322,87.048,1
52639,0.626,0.856,-4.114,0.0463,0.0081,3.8e-06,0.13,0.699,112.078,1
52640,0.88,0.685,-8.557,0.0422,0.0441,0.876,0.117,0.963,100.863,1
52641,0.8,0.552,-7.103,0.0862,0.16,7.05e-05,0.049,0.834,85.005,1
52642,0.734,0.668,-3.935,0.0349,0.0526,0.0,0.0925,0.651,99.971,1
52643,0.42,0.441,-10.115,0.107,0.343,0.0,0.102,0.484,72.549,1
52644,0.776,0.574,-6.03,0.197,0.00223,0.0,0.267,0.591,100.162,1
52645,0.431,0.711,-4.656,0.0602,0.152,0.0,0.787,0.319,140.022,1
52646,0.437,0.27,-9.212,0.0331,0.604,0.0,0.117,0.304,141.25,1
52647,0.532,0.317,-10.693,0.0309,0.909,0.0277,0.11,0.28,140.671,1
52648,0.68,0.363,-8.55,0.0294,0.524,0.000961,0.16,0.467,109.994,1
52649,0.615,0.55,-13.858,0.0349,0.0546,0.191,0.747,0.549,95.485,1
52650,0.496,0.488,-8.37,0.0426,0.306,0.00138,0.207,0.0579,117.982,1
52651,0.47,0.397,-9.337,0.0345,0.253,1.35e-05,0.109,0.487,128.69,1
52652,0.704,0.873,-4.057,0.144,0.121,5.12e-06,0.24,0.742,154.914,1
52653,0.549,0.969,-2.763,0.049,1.16e-05,0.106,0.104,0.348,101.055,1
52654,0.498,0.65,-7.947,0.064,0.0196,0.00109,0.145,0.115,92.294,1
52655,0.576,0.849,-3.057,0.0386,0.511,3.89e-05,0.109,0.666,137.982,1
52656,0.654,0.789,-4.901,0.0322,0.0404,1.29e-05,0.119,0.579,110.378,1
52657,0.483,0.321,-10.401,0.0719,0.82,0.000107,0.128,0.148,141.28,1
52658,0.628,0.497,-8.24,0.0288,0.406,1.68e-06,0.209,0.485,172.606,1
52659,0.583,0.926,-3.296,0.0318,0.00298,0.00101,0.121,0.2,99.988,1
52660,0.369,0.613,-10.847,0.0335,0.025,4.96e-06,0.101,0.338,137.793,1
52661,0.543,0.549,-6.497,0.0306,0.149,0.082,0.114,0.404,80.079,1
52662,0.556,0.595,-4.51,0.0275,0.214,8.33e-05,0.125,0.144,104.001,1
52663,0.561,0.541,-8.631,0.136,0.246,2.64e-06,0.173,0.551,90.941,1
52664,0.431,0.377,-9.753,0.0288,0.749,0.0,0.211,0.353,173.67,1
52665,0.687,0.454,-9.379,0.0255,0.614,0.000107,0.107,0.331,103.93,1
52666,0.507,0.378,-9.019,0.0332,0.852,0.000212,0.0937,0.085,135.86,1
52667,0.483,0.49,-4.736,0.0318,0.768,1.2e-06,0.112,0.43,137.606,1
52668,0.826,0.423,-11.127,0.0445,0.762,0.0689,0.105,0.891,100.042,1
52669,0.386,0.944,-4.334,0.0941,6.79e-05,0.0153,0.338,0.374,154.175,1
52670,0.736,0.571,-10.123,0.0388,0.604,0.0103,0.0662,0.38,105.066,1
52671,0.87,0.712,-6.313,0.0432,0.0202,0.000331,0.0576,0.877,121.057,1
52672,0.786,0.578,-4.837,0.337,0.226,0.0,0.229,0.358,120.023,1
52673,0.52,0.253,-12.407,0.0344,0.394,0.000131,0.109,0.219,139.555,1
52674,0.719,0.263,-14.562,0.654,0.666,0.679,0.215,0.42,80.036,1
52675,0.563,0.463,-7.366,0.0551,0.804,2.27e-06,0.092,0.394,98.039,1
52676,0.456,0.449,-12.081,0.404,0.101,0.0,0.067,0.0396,166.231,1
52677,0.794,0.364,-8.369,0.131,0.458,0.923,0.0991,0.471,93.025,1
52678,0.594,0.533,-7.993,0.0438,0.153,1.49e-05,0.172,0.729,78.552,1
52679,0.651,0.868,-5.536,0.0506,0.0564,0.268,0.282,0.962,121.017,1
52680,0.597,0.556,-7.144,0.032,0.61,0.000412,0.118,0.513,73.985,1
52681,0.689,0.512,-6.206,0.0509,0.346,2.07e-06,0.106,0.619,90.091,1
52682,0.588,0.121,-16.766,0.031,0.939,0.000524,0.113,0.214,97.999,1
52683,0.529,0.809,-4.974,0.0289,0.00422,0.679,0.774,0.319,140.006,1
52684,0.758,0.765,-9.741,0.0831,0.545,0.887,0.0941,0.433,135.003,1
52685,0.263,0.237,-13.738,0.0344,0.638,0.305,0.109,0.0461,73.024,1
52686,0.649,0.958,-2.999,0.0509,0.000654,9.45e-05,0.319,0.845,138.039,1
52687,0.668,0.885,-2.09,0.0554,0.313,1.47e-05,0.362,0.903,92.213,1
52688,0.808,0.562,-6.311,0.184,0.104,0.0,0.129,0.601,90.026,1
52689,0.679,0.735,-6.218,0.136,0.23,0.602,0.148,0.603,107.998,1
52690,0.845,0.541,-9.029,0.0748,0.0586,0.0586,0.149,0.79,117.362,1
52691,0.662,0.311,-15.229,0.122,0.0542,0.0,0.0893,0.538,84.009,1
52692,0.484,0.78,-5.264,0.135,0.147,0.0,0.057,0.271,137.101,1
52693,0.386,0.73,-4.172,0.0408,0.0371,0.0,0.113,0.56,186.109,1
52694,0.339,0.44,-11.933,0.0369,0.514,0.151,0.702,0.12,129.573,1
52695,0.772,0.8,-7.214,0.11,0.359,0.0,0.103,0.802,145.932,1
52696,0.763,0.827,-1.956,0.0487,0.00499,0.772,0.0627,0.227,125.008,1
52697,0.475,0.836,-5.446,0.0529,0.0175,0.0,0.104,0.723,123.144,1
52698,0.827,0.556,-6.237,0.319,0.373,4.23e-06,0.0719,0.34,130.097,1
52699,0.768,0.846,-7.134,0.0762,0.0346,0.0,0.173,0.342,137.984,1
52700,0.737,0.665,-4.663,0.0487,0.0618,0.0,0.0892,0.718,122.061,1
52701,0.76,0.31,-11.913,0.0648,0.319,0.0,0.103,0.604,127.944,1
52702,0.231,0.477,-7.748,0.029,0.747,2.61e-06,0.122,0.235,95.969,1
52703,0.119,0.0231,-23.521,0.0483,0.866,0.944,0.371,0.0268,96.052,1
52704,0.734,0.884,-3.619,0.0418,0.0641,2.85e-05,0.732,0.667,100.016,1
52705,0.75,0.546,-6.951,0.384,0.00597,3.18e-05,0.377,0.438,75.443,1
52706,0.734,0.64,-7.638,0.182,0.0895,0.0,0.173,0.351,90.011,1
52707,0.63,0.772,-6.986,0.0297,0.51,2.26e-05,0.0881,0.721,99.964,1
52708,0.624,0.719,-6.034,0.344,0.0262,0.0,0.368,0.781,82.571,1
52709,0.66,0.754,-2.84,0.051,0.0626,0.0,0.1,0.899,110.02,1
52710,0.468,0.453,-14.463,0.0464,0.855,0.552,0.326,0.0679,119.932,1
52711,0.491,0.972,-3.125,0.0935,0.0266,0.00128,0.257,0.414,137.949,1
52712,0.501,0.876,-4.792,0.0404,0.0106,0.0,0.135,0.681,159.025,1
52713,0.906,0.607,-8.048,0.0399,0.0415,1.68e-05,0.394,0.9,122.972,1
52714,0.665,0.651,-10.668,0.0311,0.0701,0.000784,0.273,0.433,115.047,1
52715,0.321,0.389,-8.909,0.0498,0.67,0.00109,0.0926,0.128,127.778,1
52716,0.697,0.633,-6.541,0.0742,0.235,1.99e-06,0.0932,0.796,108.073,1
52717,0.698,0.838,-5.371,0.0499,0.049,0.758,0.0892,0.289,128.004,1
52718,0.468,0.961,-1.434,0.0727,0.0133,0.0,0.331,0.354,94.646,1
52719,0.428,0.559,-6.374,0.067,0.395,3.56e-05,0.136,0.607,86.459,1
52720,0.728,0.74,-3.091,0.111,0.0795,0.0,0.109,0.651,92.967,1
52721,0.757,0.713,-4.467,0.323,0.156,1.27e-06,0.182,0.304,107.186,1
52722,0.553,0.596,-10.368,0.167,0.0712,0.0,0.0901,0.325,79.977,1
52723,0.654,0.528,-6.224,0.0412,0.0599,7.14e-05,0.0975,0.376,82.014,1
52724,0.8,0.767,-13.148,0.103,0.52,0.333,0.312,0.737,128.175,1
52725,0.524,0.946,-3.081,0.0395,0.00163,0.0,0.242,0.613,119.156,1
52726,0.661,0.964,-4.105,0.0364,0.0532,0.0,0.11,0.597,101.984,1
52727,0.508,0.865,-5.209,0.032,0.00394,0.0,0.544,0.643,94.975,1
52728,0.433,0.745,-4.632,0.0377,0.221,0.0,0.0981,0.588,95.472,1
52729,0.794,0.566,-8.35,0.0602,0.301,0.000168,0.151,0.68,85.953,1
52730,0.742,0.834,-4.49,0.0613,0.0544,7.98e-05,0.481,0.743,171.986,1
52731,0.664,0.785,-4.985,0.0688,0.0166,0.0,0.0496,0.688,103.91,1
52732,0.527,0.807,-5.472,0.394,0.585,0.0,0.34,0.72,79.788,1
52733,0.781,0.491,-8.152,0.312,0.564,6.04e-06,0.0953,0.517,80.017,1
52734,0.623,0.694,-4.345,0.043,0.152,0.0,0.174,0.269,156.023,1
52735,0.364,0.512,-9.122,0.106,0.0337,0.0,0.107,0.134,118.392,1
52736,0.582,0.777,-5.008,0.45,0.597,0.0,0.276,0.527,106.528,1
52737,0.381,0.214,-11.629,0.0337,0.944,0.0,0.106,0.393,127.581,1
52738,0.494,0.713,-7.487,0.0776,0.0316,0.374,0.0602,0.257,147.959,1
52739,0.756,0.858,-9.649,0.0682,0.0171,2.17e-05,0.194,0.758,114.144,1
52740,0.644,0.427,-11.383,0.0416,0.574,0.387,0.666,0.425,120.024,1
52741,0.741,0.571,-8.69,0.0308,0.0444,0.153,0.0813,0.695,91.489,1
52742,0.689,0.816,-3.951,0.178,0.019,2.42e-06,0.181,0.775,127.958,1
52743,0.368,0.871,-3.395,0.106,0.0346,0.0,0.0599,0.527,84.585,1
52744,0.624,0.806,-5.957,0.0437,0.00411,0.0,0.0872,0.528,149.999,1
52745,0.831,0.85,-7.407,0.0528,0.0865,3.8e-05,0.0457,0.899,130.006,1
52746,0.608,0.759,-6.096,0.0441,0.0528,3.41e-06,0.103,0.336,96.959,1
52747,0.782,0.762,-5.125,0.0274,0.474,1.01e-05,0.129,0.719,113.473,1
52748,0.36,0.986,-2.486,0.103,0.00272,0.00109,0.125,0.217,92.335,1
52749,0.79,0.56,-7.043,0.341,0.0787,0.0,0.344,0.133,145.012,1
52750,0.61,0.802,-4.582,0.0281,0.509,0.0149,0.104,0.756,122.071,1
52751,0.825,0.909,-4.009,0.267,0.133,0.0,0.0508,0.625,128.003,1
52752,0.591,0.869,-6.383,0.0655,0.41,0.0,0.718,0.74,121.68,1
52753,0.469,0.845,-3.936,0.0499,0.00146,3.16e-05,0.148,0.564,77.99,1
52754,0.418,0.529,-12.674,0.0525,0.33,0.895,0.148,0.0544,128.052,1
52755,0.667,0.381,-7.494,0.0294,0.458,0.0,0.116,0.199,135.979,1
52756,0.46,0.889,-8.143,0.14,0.287,0.00107,0.171,0.712,198.043,1
52757,0.627,0.717,-5.751,0.0376,0.017,0.0,0.261,0.561,105.05,1
52758,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,1
52759,0.818,0.723,-4.82,0.114,0.00561,0.0,0.0866,0.607,102.945,1
52760,0.829,0.737,-3.54,0.0438,0.0181,0.0261,0.156,0.588,121.014,1
52761,0.871,0.664,-7.328,0.0581,0.177,0.0133,0.109,0.357,122.036,1
52762,0.633,0.907,-1.462,0.0499,0.318,0.0,0.221,0.739,129.995,1
52763,0.74,0.798,-6.55,0.146,0.189,0.00128,0.305,0.571,119.964,1
52764,0.583,0.652,-6.255,0.0244,0.0405,0.000378,0.0781,0.352,97.469,1
52765,0.422,0.98,-3.297,0.233,0.00678,0.0105,0.255,0.367,128.475,1
52766,0.394,0.482,-6.91,0.0674,0.181,0.0,0.106,0.246,75.739,1
52767,0.681,0.823,-6.174,0.152,0.433,0.0,0.259,0.752,166.139,1
52768,0.741,0.656,-5.53,0.123,0.216,2.64e-05,0.15,0.343,139.996,1
52769,0.622,0.515,-7.959,0.145,0.144,0.0165,0.194,0.217,168.265,1
52770,0.597,0.124,-14.831,0.0311,0.909,0.0,0.132,0.182,71.929,1
52771,0.514,0.764,-5.161,0.134,0.234,0.0,0.0576,0.49,169.836,1
52772,0.367,0.847,-5.351,0.22,0.178,0.0,0.584,0.429,73.771,1
52773,0.408,0.665,-6.286,0.0578,0.000456,0.863,0.0888,0.667,82.525,1
52774,0.559,0.82,-3.381,0.0591,0.00606,0.0,0.0958,0.428,126.091,1
52775,0.38,0.43,-12.564,0.0288,0.546,1.71e-05,0.188,0.547,82.204,1
52776,0.578,0.486,-7.321,0.252,0.103,0.0,0.0766,0.29,153.1,1
52777,0.363,0.362,-8.516,0.0339,0.28,2.03e-06,0.142,0.179,146.104,1
52778,0.544,0.281,-8.506,0.0541,0.791,0.0,0.11,0.236,134.553,1
52779,0.486,0.881,-5.623,0.0474,0.0244,0.0,0.429,0.667,144.997,1
52780,0.674,0.862,-4.614,0.0253,0.0157,0.000427,0.169,0.5,129.965,1
52781,0.416,0.52,-12.628,0.476,0.187,1.76e-06,0.594,0.486,78.794,1
52782,0.556,0.765,-7.474,0.0319,0.135,0.732,0.149,0.499,125.72,1
52783,0.843,0.546,-7.714,0.464,0.0195,0.0,0.374,0.427,159.104,1
52784,0.517,0.481,-7.725,0.0962,0.216,0.00146,0.0881,0.339,138.12,1
52785,0.696,0.914,-5.926,0.152,0.155,0.0,0.0945,0.537,103.099,1
52786,0.732,0.963,-3.072,0.0593,0.142,3.79e-05,0.0942,0.735,128.035,1
52787,0.491,0.643,-5.728,0.24,0.48,0.0,0.0939,0.38,75.353,1
52788,0.722,0.901,-3.66,0.105,0.112,0.0,0.0674,0.963,143.401,1
52789,0.886,0.352,-20.016,0.904,0.0202,0.0,0.234,0.524,91.719,1
52790,0.822,0.654,-4.623,0.132,0.019,0.0,0.233,0.421,119.884,1
52791,0.816,0.531,-5.619,0.349,0.153,4.66e-06,0.139,0.66,74.927,1
52792,0.567,0.91,-8.589,0.0396,0.0068,0.584,0.0951,0.928,118.003,1
52793,0.59,0.644,-6.788,0.0755,0.417,0.0,0.19,0.415,100.024,1
52794,0.652,0.433,-12.843,0.0588,0.134,7.37e-06,0.146,0.675,91.471,1
52795,0.778,0.667,-7.273,0.0258,0.0514,0.0312,0.164,0.964,96.954,1
52796,0.3,0.929,-3.214,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,1
52797,0.766,0.615,-4.227,0.0492,0.0225,0.0601,0.167,0.167,129.973,1
52798,0.671,0.32,-9.548,0.0387,0.736,0.0,0.435,0.519,80.072,1
52799,0.87,0.57,-7.817,0.102,0.0797,0.000114,0.106,0.688,126.046,1
52800,0.861,0.481,-7.309,0.343,0.125,1.38e-05,0.0903,0.188,146.992,1
52801,0.664,0.844,-5.012,0.0405,0.00635,0.00285,0.542,0.557,142.056,1
52802,0.959,0.583,-6.064,0.27,0.163,0.0,0.056,0.887,130.979,1
52803,0.602,0.513,-10.631,0.0531,0.0153,0.00119,0.176,0.528,80.059,1
52804,0.546,0.822,-4.483,0.151,0.0145,0.0,0.742,0.615,150.06,1
52805,0.846,0.704,-4.104,0.041,0.00793,0.0,0.155,0.899,123.959,1
52806,0.593,0.914,-5.471,0.0312,0.0126,0.00219,0.0827,0.737,151.255,1
52807,0.55,0.334,-10.73,0.0288,0.517,0.000169,0.101,0.143,72.235,1
52808,0.607,0.478,-5.702,0.031,0.649,0.0,0.0928,0.255,88.979,1
52809,0.512,0.833,-8.697,0.0448,0.557,2.98e-05,0.31,0.519,101.188,1
52810,0.709,0.521,-9.497,0.0314,0.0792,0.0,0.0504,0.449,134.165,1
52811,0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,1
52812,0.507,0.423,-11.93,0.426,0.231,0.0,0.119,0.0761,77.497,1
52813,0.361,0.608,-6.757,0.098,0.05,7.96e-05,0.183,0.0789,191.812,1
52814,0.42,0.962,-1.892,0.611,0.00781,0.0128,0.372,0.147,160.022,1
52815,0.788,0.872,-3.282,0.0795,0.0471,0.000837,0.202,0.331,159.91,1
52816,0.673,0.502,-6.645,0.432,0.127,0.0,0.103,0.349,99.013,1
52817,0.674,0.731,-4.907,0.029,0.125,0.0,0.35,0.808,84.019,1
52818,0.553,0.599,-7.297,0.0375,0.198,0.0,0.199,0.3,80.485,1
52819,0.474,0.26,-7.317,0.0336,0.922,1.06e-06,0.11,0.367,100.576,1
52820,0.413,0.873,-4.151,0.0535,0.000264,0.0025,0.204,0.481,116.681,1
52821,0.634,0.658,-10.254,0.0317,0.058,0.0,0.184,0.903,83.043,1
52822,0.547,0.902,-5.56,0.0371,0.000877,0.000563,0.0839,0.548,106.923,1
52823,0.783,0.614,-5.935,0.29,0.0417,0.0,0.0938,0.768,65.005,1
52824,0.428,0.064,-14.42,0.0374,0.929,0.0,0.0859,0.108,142.436,1
52825,0.857,0.743,-3.248,0.0796,0.404,0.0,0.294,0.948,144.048,1
52826,0.666,0.861,-4.819,0.327,0.182,0.0,0.342,0.436,158.024,1
52827,0.844,0.614,-6.19,0.0708,0.0581,6.99e-06,0.0769,0.714,116.034,1
52828,0.779,0.572,-9.985,0.378,0.157,0.0,0.246,0.647,135.956,1
52829,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,1
52830,0.512,0.68,-4.112,0.0278,0.606,0.0,0.175,0.26,156.038,1
52831,0.901,0.512,-6.468,0.37,0.00273,0.0,0.0979,0.638,85.012,1
52832,0.835,0.462,-6.227,0.155,0.513,0.0,0.0875,0.702,78.99,1
52833,0.671,0.551,-10.809,0.0499,0.385,2.75e-05,0.471,0.832,79.459,1
52834,0.809,0.661,-7.142,0.105,0.0195,0.0,0.457,0.392,114.986,1
52835,0.849,0.648,-6.188,0.0832,0.0725,0.00592,0.0984,0.196,106.075,1
52836,0.476,0.861,-7.358,0.5,0.0169,0.000287,0.237,0.0861,95.231,1
52837,0.56,0.959,-5.493,0.0652,0.245,0.652,0.531,0.618,103.006,1
52838,0.687,0.381,-10.552,0.0403,0.405,0.0,0.102,0.24,114.982,1
52839,0.667,0.726,-5.271,0.0655,0.326,0.0,0.107,0.446,78.01,1
52840,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,1
52841,0.469,0.664,-7.16,0.121,0.0566,1.58e-06,0.482,0.248,124.746,1
52842,0.675,0.578,-5.913,0.233,0.0553,0.0,0.302,0.514,69.399,1
52843,0.313,0.0534,-28.661,0.0371,0.572,0.881,0.0747,0.0213,97.486,1
52844,0.386,0.607,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,1
52845,0.368,0.896,-4.315,0.172,0.0516,0.0,0.141,0.69,88.493,1
52846,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,1
52847,0.728,0.537,-9.538,0.0266,0.696,3.51e-05,0.0846,0.834,101.361,1
52848,0.381,0.732,-7.594,0.0536,0.00834,0.0101,0.0854,0.814,142.504,1
52849,0.752,0.708,-5.053,0.28,0.0395,0.0,0.0601,0.645,84.974,1
52850,0.565,0.527,-6.797,0.0397,0.866,0.000104,0.092,0.183,93.98,1
52851,0.617,0.629,-6.046,0.177,0.207,5.03e-06,0.174,0.27,113.052,1
52852,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,1
52853,0.612,0.694,-2.979,0.0297,0.358,1.31e-05,0.347,0.92,143.851,1
52854,0.295,0.98,-4.075,0.0854,3.21e-05,0.0,0.359,0.283,134.335,1
52855,0.64,0.427,-11.867,0.0619,0.147,0.00108,0.0952,0.341,130.006,1
52856,0.548,0.539,-6.67,0.0247,0.138,1.83e-05,0.164,0.435,74.956,1
52857,0.716,0.85,-9.949,0.0426,0.0631,0.00133,0.189,0.821,125.474,1
52858,0.561,0.409,-5.372,0.0431,0.211,0.0,0.281,0.429,164.186,1
52859,0.865,0.525,-9.858,0.347,0.145,0.0,0.0974,0.557,140.037,1
52860,0.647,0.832,-3.969,0.0683,0.145,0.0,0.0465,0.82,140.05,1
52861,0.585,0.285,-13.027,0.0341,0.391,0.0124,0.35,0.0866,102.039,1
52862,0.59,0.903,-4.841,0.0542,0.0536,0.00289,0.12,0.545,105.018,1
52863,0.892,0.55,-7.712,0.0748,0.0147,0.0121,0.111,0.161,159.952,1
52864,0.429,0.991,-4.03,0.207,0.000618,0.104,0.368,0.645,176.058,1
52865,0.794,0.0715,-21.305,0.131,0.388,0.0,0.111,0.333,68.331,1
52866,0.624,0.728,-6.39,0.465,0.141,0.0,0.106,0.599,152.088,1
52867,0.776,0.602,-7.093,0.0586,0.0225,0.0,0.102,0.251,121.028,1
52868,0.81,0.751,-5.066,0.0365,0.212,0.000238,0.202,0.782,119.977,1
52869,0.735,0.844,-5.215,0.167,0.142,0.0,0.319,0.742,156.069,1
52870,0.804,0.68,-3.81,0.2,0.458,0.0,0.102,0.62,102.013,1
52871,0.508,0.293,-7.47,0.0441,0.941,0.0,0.0787,0.395,91.509,1
52872,0.94,0.455,-6.046,0.21,0.0411,4.63e-06,0.114,0.106,108.065,1
52873,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,1
52874,0.408,0.965,-4.232,0.05,6.94e-06,0.000402,0.11,0.349,136.018,1
52875,0.77,0.816,-4.088,0.0431,0.0475,5.28e-05,0.0699,0.728,138.049,1
52876,0.56,0.476,-7.772,0.0774,0.482,0.0,0.362,0.379,105.816,1
52877,0.416,0.786,-7.643,0.0416,0.0115,0.0,0.0943,0.451,149.975,1
52878,0.665,0.878,-4.745,0.206,0.00325,0.0,0.0663,0.394,93.047,1
52879,0.535,0.797,-7.533,0.0459,0.48,3.42e-05,0.141,0.613,148.835,1
52880,0.926,0.354,-10.773,0.511,0.374,0.0,0.49,0.561,105.005,1
52881,0.335,0.722,-6.316,0.0306,0.00764,0.16,0.114,0.04,122.985,1
52882,0.696,0.778,-4.653,0.0585,0.352,0.0,0.329,0.41,94.996,1
52883,0.484,0.869,-3.778,0.0322,0.327,0.000132,0.112,0.757,125.63,1
52884,0.353,0.311,-10.377,0.0321,0.965,0.0315,0.204,0.135,146.696,1
52885,0.69,0.509,-10.116,0.0779,0.00803,2.1e-06,0.245,0.422,84.885,1
52886,0.748,0.831,-6.583,0.0613,0.126,0.126,0.0483,0.848,86.781,1
52887,0.795,0.781,-4.647,0.141,0.285,0.0,0.108,0.687,104.972,1
52888,0.701,0.913,-2.222,0.132,0.00142,0.00855,0.0594,0.227,150.067,1
52889,0.447,0.319,-10.732,0.0264,0.63,1.35e-06,0.106,0.246,162.109,1
52890,0.27,0.83,-4.592,0.0741,0.00956,0.434,0.142,0.205,117.314,1
52891,0.51,0.458,-7.566,0.0289,0.551,0.0,0.0853,0.177,123.694,1
52892,0.818,0.745,-8.172,0.0898,0.244,0.0588,0.135,0.534,116.011,1
52893,0.553,0.52,-6.204,0.241,0.367,0.0,0.183,0.633,74.824,1
52894,0.645,0.791,-5.48,0.0927,0.0406,0.0,0.293,0.601,153.952,1
52895,0.54,0.929,-2.646,0.278,0.00589,4.01e-06,0.424,0.624,176.023,1
52896,0.53,0.931,-3.006,0.0521,0.000212,0.0,0.0805,0.491,137.008,1
52897,0.681,0.774,-8.001,0.06,0.372,5.74e-05,0.373,0.773,104.71,1
52898,0.643,0.76,-4.747,0.289,0.107,0.0,0.113,0.567,151.943,1
52899,0.377,0.24,-7.619,0.03,0.883,1.33e-05,0.11,0.348,85.53,1
52900,0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,1
52901,0.587,0.59,-10.221,0.689,0.564,0.0,0.115,0.426,78.701,1
52902,0.671,0.742,-4.768,0.368,0.451,4.38e-06,0.101,0.767,89.835,1
52903,0.709,0.246,-12.51,0.268,0.255,5.76e-06,0.124,0.292,126.893,1
52904,0.376,0.699,-4.79,0.0752,0.228,0.0,0.098,0.423,140.993,1
52905,0.712,0.8,-5.068,0.0377,0.0747,0.185,0.0938,0.685,107.047,1
52906,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,1
52907,0.518,0.587,-7.937,0.12,0.0168,1.19e-06,0.206,0.631,98.367,1
52908,0.596,0.253,-14.369,0.0349,0.896,5.17e-05,0.102,0.368,95.162,1
52909,0.426,0.224,-8.683,0.0391,0.948,0.0,0.112,0.399,85.728,1
52910,0.584,0.7,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944,1
52911,0.371,0.0823,-20.45,0.0352,0.963,0.49,0.0838,0.0789,106.146,1
52912,0.608,0.569,-7.227,0.0284,0.537,0.0,0.097,0.238,159.845,1
52913,0.735,0.478,-12.472,0.0293,0.189,2.48e-06,0.355,0.947,107.682,1
